Boat Type,Class,Club,Country,Place,Distance,Race Number,Time (s),Time,Round,ResultsPage,RoundNr,RoundSummary
V1,Junior 19 Women,NEBAUER Ada,Australia,2,500,153,158.96,2:38.96,Final,https://www.liveresults.co.nz/competition/438/schedule/race/153,5,Final
V1,Junior 19 Women,NGATAKI Teagan,New Zealand,6,500,153,166.44,2:46.44,Final,https://www.liveresults.co.nz/competition/438/schedule/race/153,5,Final
V1,Junior 19 Women,NGAWAKA Reneeah,New Zealand,5,500,153,160.73,2:40.73,Final,https://www.liveresults.co.nz/competition/438/schedule/race/153,5,Final
V1,Junior 19 Women,RANGIHUNA-WINIKEREI Hinewaipounamu,New Zealand,4,500,153,159.42,2:39.42,Final,https://www.liveresults.co.nz/competition/438/schedule/race/153,5,Final
V1,Junior 19 Women,SILBERY-HENARE Te Rangihuia,New Zealand,3,500,153,159.2,2:39.20,Final,https://www.liveresults.co.nz/competition/438/schedule/race/153,5,Final
V1,Junior 19 Men,BASTIEN Kaimana,New Caledonia,2,500,154,140.64,2:20.64,Final,https://www.liveresults.co.nz/competition/438/schedule/race/154,5,Final
V1,Junior 19 Men,GRBIC Pharrel,New Zealand,6,500,154,144.45,2:24.45,Final,https://www.liveresults.co.nz/competition/438/schedule/race/154,5,Final
V1,Junior 19 Men,HEWSON Hunter,New Zealand,4,500,154,142.74,2:22.74,Final,https://www.liveresults.co.nz/competition/438/schedule/race/154,5,Final
V1,Junior 19 Men,MORRIS Jasper,Canada,1,500,154,140.62,2:20.62,Final,https://www.liveresults.co.nz/competition/438/schedule/race/154,5,Final
V1,Junior 19 Men,PINILLA HUENTEN ARIKI,Rapa Nui,3,500,154,141.17,2:21.17,Final,https://www.liveresults.co.nz/competition/438/schedule/race/154,5,Final
V1,Junior 19 Men,SILVA Rodrigo,Brazil,8,500,154,150.63,2:30.63,Final,https://www.liveresults.co.nz/competition/438/schedule/race/154,5,Final
V1,Junior 19 Men,YOUDERIAN Ali'i Keanuenueokalani,Hawai'i,7,500,154,144.53,2:24.53,Final,https://www.liveresults.co.nz/competition/438/schedule/race/154,5,Final
V1,Junior 19 Men,ZLATAR QUINTANS Bruno,Chile,5,500,154,144.38,2:24.38,Final,https://www.liveresults.co.nz/competition/438/schedule/race/154,5,Final
V1,Master 40 Men,BUDAY Marton,Germany,7,500,155,145.58,2:25.58,Final,https://www.liveresults.co.nz/competition/438/schedule/race/155,5,Final
V1,Master 40 Men,DONALDSON Grant,New Zealand,6,500,155,145.45,2:25.45,Final,https://www.liveresults.co.nz/competition/438/schedule/race/155,5,Final
V1,Master 40 Men,MORRIS Len,Canada,3,500,155,142.35,2:22.35,Final,https://www.liveresults.co.nz/competition/438/schedule/race/155,5,Final
V1,Master 40 Men,PENNY Andy,Hawai'i,5,500,155,145.34,2:25.34,Final,https://www.liveresults.co.nz/competition/438/schedule/race/155,5,Final
V1,Master 40 Men,RETI Jason,New Zealand,1,500,155,140.94,2:20.94,Final,https://www.liveresults.co.nz/competition/438/schedule/race/155,5,Final
V1,Master 40 Men,RIMENE Paddy,New Zealand,4,500,155,144.43,2:24.43,Final,https://www.liveresults.co.nz/competition/438/schedule/race/155,5,Final
V1,Master 40 Men,ROBERTS Justin,New Zealand,8,500,155,147.2,2:27.20,Final,https://www.liveresults.co.nz/competition/438/schedule/race/155,5,Final
V1,Master 40 Men,SOUZA Paulo,Brazil,2,500,155,142.07,2:22.07,Final,https://www.liveresults.co.nz/competition/438/schedule/race/155,5,Final
V6,Master 70 Women,33 Hiki No O Kihei,Hawai'i,DQ,500,157,199.15,3:19.15,Heat 1 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/157,1,Heat
V6,Master 70 Women,4 Lanikai,Hawai'i,2,500,157,194.64,3:14.64,Heat 1 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/157,1,Heat
V6,Master 70 Women,Aratika Water Sports - Te Ara Pounamu,New Zealand,1,500,157,193.62,3:13.62,Heat 1 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/157,1,Heat
V6,Master 70 Women,Salish Sea,Canada,3,500,157,202.58,3:22.58,Heat 1 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/157,1,Heat
V6,Master 70 Women,10 Waimanalo,Hawai'i,2,500,158,174.95,2:54.95,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/158,1,Heat
V6,Master 70 Women,31 Hawaiian,Hawai'i,3,500,158,185,3:05.00,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/158,1,Heat
V6,Master 70 Women,Pacific 70s,USA,4,500,158,198.35,3:18.35,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/158,1,Heat
V6,Master 70 Women,Pacific Spirit,Canada,1,500,158,171.73,2:51.73,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/158,1,Heat
V6,Master 70 Women,33 Island Masters,Hawai'i,1,500,159,170.24,2:50.24,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/159,1,Heat
V6,Master 70 Women,60 Waikoloa,Hawai'i,3,500,159,205.26,3:25.26,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/159,1,Heat
V6,Master 70 Women,FCRCC - Canoe Believe It?,Canada,2,500,159,188.21,3:08.21,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/159,1,Heat
V1,Master 40 Women,BOTELHO Mahealani,Hawai'i,3,500,160,161.2,2:41.20,Semi 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/160,4,Semi-final
V1,Master 40 Women,CAMPBELL Kiwi,New Zealand,1,500,160,156.66,2:36.66,Semi 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/160,4,Semi-final
V1,Master 40 Women,LIM Erin,Canada,6,500,160,161.91,2:41.91,Semi 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/160,4,Semi-final
V1,Master 40 Women,MAINGUET Cynthia,New Caledonia,5,500,160,161.71,2:41.71,Semi 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/160,4,Semi-final
V1,Master 40 Women,MCCAULL Tui,New Zealand,2,500,160,158.04,2:38.04,Semi 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/160,4,Semi-final
V1,Master 40 Women,RAPANA Raanj,New Zealand,4,500,160,161.68,2:41.68,Semi 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/160,4,Semi-final
V1,Master 40 Women,RUUD Helen,Great Britain,8,500,160,166.38,2:46.38,Semi 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/160,4,Semi-final
V1,Master 40 Women,WHITE Kathy,Australia,7,500,160,162.38,2:42.38,Semi 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/160,4,Semi-final
V1,Master 40 Women,CAIRNS Anne,Samoa,2,500,161,161.46,2:41.46,Semi 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/161,4,Semi-final
V1,Master 40 Women,FISCHER Maria,Germany,6,500,161,165.46,2:45.46,Semi 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/161,4,Semi-final
V1,Master 40 Women,JAIN Kamini,Canada,7,500,161,165.64,2:45.64,Semi 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/161,4,Semi-final
V1,Master 40 Women,KAUFFMAN Kate,USA,4,500,161,163.8,2:43.80,Semi 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/161,4,Semi-final
V1,Master 40 Women,MIGALBIN January,Singapore,8,500,161,168.62,2:48.62,Semi 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/161,4,Semi-final
V1,Master 40 Women,MOLENE SANDRINE,France,5,500,161,164.11,2:44.11,Semi 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/161,4,Semi-final
V1,Master 40 Women,RETI Siobhan,New Zealand,3,500,161,162.12,2:42.12,Semi 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/161,4,Semi-final
V1,Master 40 Women,STANLEY Leanne,Canada,1,500,161,157.24,2:37.24,Semi 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/161,4,Semi-final
V6,Master 70 Men,31 Hawaiian,Hawai'i,2,500,162,172.07,2:52.07,Heat 1 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/162,1,Heat
V6,Master 70 Men,Calgary Icemen,Canada,1,500,162,162.61,2:42.61,Heat 1 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/162,1,Heat
V6,Master 70 Men,CANOA PARA TODOS,Brazil,4,500,162,195.3,3:15.30,Heat 1 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/162,1,Heat
V6,Master 70 Men,Kikaha,USA,3,500,162,185.91,3:05.91,Heat 1 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/162,1,Heat
V6,Master 70 Men,10 Waimanalo,Hawai'i,1,500,163,156.28,2:36.28,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/163,1,Heat
V6,Master 70 Men,California,USA,3,500,163,173.4,2:53.40,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/163,1,Heat
V6,Master 70 Men,PRCC Kapuna,Great Britain,2,500,163,171.67,2:51.67,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/163,1,Heat
V6,Master 70 Men,Salish Sea,Canada,4,500,163,176.18,2:56.18,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/163,1,Heat
V6,Master 70 Men,31 Hawaiian Blue,Hawai'i,4,500,164,183,3:03.00,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/164,1,Heat
V6,Master 70 Men,33 Kihei,Hawai'i,2,500,164,175.53,2:55.53,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/164,1,Heat
V6,Master 70 Men,False Creek Racing Canoe Club Kupuna Kane,Canada,1,500,164,166.8,2:46.80,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/164,1,Heat
V6,Master 70 Men,Tauranga Moana - Koro Express,New Zealand,3,500,164,178.59,2:58.59,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/164,1,Heat
V1,Open Women,CAIRNS Anne,Samoa,4,500,165,154.27,2:34.27,Final,https://www.liveresults.co.nz/competition/438/schedule/race/165,5,Final
V1,Open Women,KLAUS Kristi,Singapore,8,500,165,160.34,2:40.34,Final,https://www.liveresults.co.nz/competition/438/schedule/race/165,5,Final
V1,Open Women,MOKE Hope,New Zealand,6,500,165,157.18,2:37.18,Final,https://www.liveresults.co.nz/competition/438/schedule/race/165,5,Final
V1,Open Women,NEBAUER Ada,Australia,7,500,165,158.64,2:38.64,Final,https://www.liveresults.co.nz/competition/438/schedule/race/165,5,Final
V1,Open Women,STANLEY Leanne,Canada,3,500,165,153.14,2:33.14,Final,https://www.liveresults.co.nz/competition/438/schedule/race/165,5,Final
V1,Open Women,STEVENSON Jasmin,New Zealand,5,500,165,155.9,2:35.90,Final,https://www.liveresults.co.nz/competition/438/schedule/race/165,5,Final
V1,Open Women,WILLIAMS Akayshia,New Zealand,1,500,165,147.72,2:27.72,Final,https://www.liveresults.co.nz/competition/438/schedule/race/165,5,Final
V1,Open Women,ZILG April,USA,2,500,165,151.21,2:31.21,Final,https://www.liveresults.co.nz/competition/438/schedule/race/165,5,Final
V1,Open Men,ALI Juan,Brazil,6,500,166,139.06,2:19.06,Final,https://www.liveresults.co.nz/competition/438/schedule/race/166,5,Final
V1,Open Men,AUKARA Jimmy,France,5,500,166,138.39,2:18.39,Final,https://www.liveresults.co.nz/competition/438/schedule/race/166,5,Final
V1,Open Men,BIRBECK Reginaldo,Brazil,8,500,166,141.18,2:21.18,Final,https://www.liveresults.co.nz/competition/438/schedule/race/166,5,Final
V1,Open Men,HIDALGO-IKA Jose,Rapa Nui,7,500,166,139.55,2:19.55,Final,https://www.liveresults.co.nz/competition/438/schedule/race/166,5,Final
V1,Open Men,KING Tupu,New Zealand,2,500,166,135.33,2:15.33,Final,https://www.liveresults.co.nz/competition/438/schedule/race/166,5,Final
V1,Open Men,MAINGUET Albert,New Caledonia,3,500,166,135.71,2:15.71,Final,https://www.liveresults.co.nz/competition/438/schedule/race/166,5,Final
V1,Open Men,NGATAKI Kacey,New Zealand,1,500,166,134.58,2:14.58,Final,https://www.liveresults.co.nz/competition/438/schedule/race/166,5,Final
V1,Open Men,PUYO Titouan,New Caledonia,4,500,166,136.57,2:16.57,Final,https://www.liveresults.co.nz/competition/438/schedule/race/166,5,Final
V12,Master 50 Women,37 Lae'ula O Kai,Hawai'i,7,,167,141.44,2:21.44,Final,https://www.liveresults.co.nz/competition/438/schedule/race/167,5,Final
V12,Master 50 Women,Can West,Canada,4,,167,133.96,2:13.96,Final,https://www.liveresults.co.nz/competition/438/schedule/race/167,5,Final
V12,Master 50 Women,CANOMAMA / Hoe Tribe,Brazil,5,,167,134.81,2:14.81,Final,https://www.liveresults.co.nz/competition/438/schedule/race/167,5,Final
V12,Master 50 Women,FNQ Far North Queensland,Australia,2,,167,133.77,2:13.77,Final,https://www.liveresults.co.nz/competition/438/schedule/race/167,5,Final
V12,Master 50 Women,Outrigger Whitsunday,Australia,8,,167,148.61,2:28.61,Final,https://www.liveresults.co.nz/competition/438/schedule/race/167,5,Final
V12,Master 50 Women,R Haleiwa Outrigger (4),Hawai'i,3,,167,133.93,2:13.93,Final,https://www.liveresults.co.nz/competition/438/schedule/race/167,5,Final
V12,Master 50 Women,Taniwha Outrigger Canoe - Taniwha Wahinez,New Zealand,1,,167,132.36,2:12.36,Final,https://www.liveresults.co.nz/competition/438/schedule/race/167,5,Final
V12,Master 50 Women,Taranaki Outrigger Canoe - Hiringa Wahine,New Zealand,6,,167,136.68,2:16.68,Final,https://www.liveresults.co.nz/competition/438/schedule/race/167,5,Final
V6,Master 60 Men,BASE HUNA,Brazil,4,1000,168,348.63,5:48.63,Heat 1 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/168,1,Heat
V6,Master 60 Men,Club Outrigger Whitsunday,Australia,1,1000,168,334.6,5:34.60,Heat 1 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/168,1,Heat
V6,Master 60 Men,Horouta Waka Ama - Tokomaru,New Zealand,3,1000,168,338.06,5:38.06,Heat 1 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/168,1,Heat
V6,Master 60 Men,Salish Sea OGs,Canada,2,1000,168,336.7,5:36.70,Heat 1 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/168,1,Heat
V6,Master 60 Men,Z Ka Mamalahoe,Hawai'i,5,1000,168,373.22,6:13.22,Heat 1 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/168,1,Heat
V6,Master 60 Men,87 Namolokama,Hawai'i,1,1000,169,331.88,5:31.88,Heat 2 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/169,1,Heat
V6,Master 60 Men,California,USA,DQ,1000,169,410.68,6:50.68,Heat 2 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/169,1,Heat
V6,Master 60 Men,Fort Langley Canoe Club,Canada,3,1000,169,353.07,5:53.07,Heat 2 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/169,1,Heat
V6,Master 60 Men,PRCC Black,Great Britain,2,1000,169,341.96,5:41.96,Heat 2 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/169,1,Heat
V6,Master 60 Men,Aratika Water Sports - Tokomatua,New Zealand,2,1000,171,342.73,5:42.73,Heat 3 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/171,1,Heat
V6,Master 60 Men,Calgary Icemen,Canada,1,1000,171,322.77,5:22.77,Heat 3 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/171,1,Heat
V6,Master 60 Men,ESQUILO SPORTS,Brazil,4,1000,171,370.25,6:10.25,Heat 3 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/171,1,Heat
V6,Master 60 Men,Mooloolaba,Australia,3,1000,171,367.85,6:07.85,Heat 3 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/171,1,Heat
V6,Master 60 Men,Kikaha,USA,3,1000,172,387.27,6:27.27,Heat 4 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/172,1,Heat
V6,Master 60 Men,PRCC Ula Ula,Great Britain,1,1000,172,334.48,5:34.48,Heat 4 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/172,1,Heat
V6,Master 60 Men,Ratana Paa - Tipi Haere,New Zealand,DQ,1000,172,354.09,5:54.09,Heat 4 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/172,1,Heat
V6,Master 60 Men,Salish Sea ROGs,Canada,4,1000,172,398.12,6:38.12,Heat 4 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/172,1,Heat
V6,Master 60 Men,Vaa Paraty,Brazil,2,1000,172,350.65,5:50.65,Heat 4 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/172,1,Heat
V1,Master 40 Women,BOTELHO Mahealani,Hawai'i,8,500,174,173.01,2:53.01,Final,https://www.liveresults.co.nz/competition/438/schedule/race/174,5,Final
V1,Master 40 Women,CAIRNS Anne,Samoa,2,500,174,160.3,2:40.30,Final,https://www.liveresults.co.nz/competition/438/schedule/race/174,5,Final
V1,Master 40 Women,CAMPBELL Kiwi,New Zealand,3,500,174,161.18,2:41.18,Final,https://www.liveresults.co.nz/competition/438/schedule/race/174,5,Final
V1,Master 40 Women,KAUFFMAN Kate,USA,7,500,174,172,2:52.00,Final,https://www.liveresults.co.nz/competition/438/schedule/race/174,5,Final
V1,Master 40 Women,MCCAULL Tui,New Zealand,4,500,174,162.8,2:42.80,Final,https://www.liveresults.co.nz/competition/438/schedule/race/174,5,Final
V1,Master 40 Women,RAPANA Raanj,New Zealand,6,500,174,171.91,2:51.91,Final,https://www.liveresults.co.nz/competition/438/schedule/race/174,5,Final
V1,Master 40 Women,RETI Siobhan,New Zealand,5,500,174,167.63,2:47.63,Final,https://www.liveresults.co.nz/competition/438/schedule/race/174,5,Final
V1,Master 40 Women,STANLEY Leanne,Canada,1,500,174,157.28,2:37.28,Final,https://www.liveresults.co.nz/competition/438/schedule/race/174,5,Final
V6,Open Men,35 Na Kai 'Ewalu,Hawai'i,5,1500,175,521.05,8:41.05,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/175,1,Heat
V6,Open Men,Black Broncos,New Zealand,1,1500,175,466.91,7:46.91,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/175,1,Heat
V6,Open Men,CANOMAMA,Brazil,2,1500,175,468.65,7:48.65,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/175,1,Heat
V6,Open Men,OCUK Open Men,Great Britain,3,1500,175,491.67,8:11.67,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/175,1,Heat
V6,Open Men,Star Nation,Canada,4,1500,175,493.22,8:13.22,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/175,1,Heat
V6,Open Men,4 Lanikai - Green,Hawai'i,1,1500,176,460.91,7:40.91,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/176,1,Heat
V6,Open Men,ESQUILO SPORTS,Brazil,5,1500,176,518.35,8:38.35,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/176,1,Heat
V6,Open Men,KAHU MOANA VA'A,Brazil,4,1500,176,516.28,8:36.28,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/176,1,Heat
V6,Open Men,Mooloolaba,Australia,2,1500,176,497.71,8:17.71,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/176,1,Heat
V6,Open Men,VIENTO SUR,Chile,3,1500,176,502.04,8:22.04,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/176,1,Heat
V6,Open Men,4 Lanikai - White,Hawai'i,2,1500,177,498.91,8:18.91,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/177,1,Heat
V6,Open Men,Horouta Waka Ama - Woolley Kumara,New Zealand,1,1500,177,489.02,8:09.02,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/177,1,Heat
V6,Open Men,PACIFICOS,Chile,5,1500,177,514.99,8:34.99,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/177,1,Heat
V6,Open Men,Singapore Paddle Club,Singapore,3,1500,177,511.18,8:31.18,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/177,1,Heat
V6,Open Men,VA'A LIFE,Brazil,4,1500,177,512.35,8:32.35,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/177,1,Heat
V6,Open Men,FCRCC Prime Primo Premier,Canada,2,1500,178,492.71,8:12.71,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/178,1,Heat
V6,Open Men,H Lokahi,Hawai'i,3,1500,178,531.99,8:51.99,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/178,1,Heat
V6,Open Men,HERE TAINA,Chile,DNS,1500,178,,"",Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/178,1,Heat
V6,Open Men,Hui Hoa,Brazil,DNS,1500,178,,"",Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/178,1,Heat
V6,Open Men,PRCC Vaianu Toa,Great Britain,1,1500,178,485.57,8:05.57,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/178,1,Heat
V6,Open Men,33 Kihei,Hawai'i,3,1500,179,492.79,8:12.79,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/179,1,Heat
V6,Open Men,Hei Nalu/Rio Va'a,Brazil,2,1500,179,471.61,7:51.61,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/179,1,Heat
V6,Open Men,MANU VA'A,Chile,4,1500,179,507.77,8:27.77,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/179,1,Heat
V6,Open Men,Nga Hoe Horo - Herberts on Tour,New Zealand,1,1500,179,464.46,7:44.46,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/179,1,Heat
V6,Open Men,Singapore Paddle Club 2,Singapore,5,1500,179,534.1,8:54.10,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/179,1,Heat
V6,Junior 19 Women,53 Keaukaha,Hawai'i,1,1000,180,377.93,6:17.93,Heat 1 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/180,1,Heat
V6,Junior 19 Women,CanWest,Canada,3,1000,180,395.17,6:35.17,Heat 1 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/180,1,Heat
V6,Junior 19 Women,Tamaki Outrigger Canoe - Team Pure Red,New Zealand,4,1000,180,400.64,6:40.64,Heat 1 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/180,1,Heat
V6,Junior 19 Women,Tiare Ki Tai,New Zealand,2,1000,180,381.59,6:21.59,Heat 1 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/180,1,Heat
V6,Junior 19 Women,31 Hawaiian,Hawai'i,DQ,1000,181,351.89,5:51.89,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/181,1,Heat
V6,Junior 19 Women,86 Kilohana,Hawai'i,3,1000,181,353.82,5:53.82,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/181,1,Heat
V6,Junior 19 Women,Horouta Waka Ama - Suzuki Swift,New Zealand,1,1000,181,334.99,5:34.99,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/181,1,Heat
V6,Junior 19 Women,Nga Hoe Horo - Team Tiare,New Zealand,2,1000,181,340.65,5:40.65,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/181,1,Heat
V6,Junior 19 Women,H Lokahi,Hawai'i,3,1000,182,403.1,6:43.10,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/182,1,Heat
V6,Junior 19 Women,Horouta Waka Ama - Manawahine,New Zealand,1,1000,182,334.9,5:34.90,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/182,1,Heat
V6,Junior 19 Women,Tamaki Outrigger Canoe - Team Pure Blue,New Zealand,2,1000,182,355.16,5:55.16,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/182,1,Heat
V12,Master 50 Men,4 Lanikai (Z/37),Hawai'i,1,,183,121.63,2:01.63,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/183,5,Final
V12,Master 50 Men,ESQUILO SPORTS / Carioca Va'a,Brazil,DQ,,183,124.27,2:04.27,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/183,5,Final
V12,Master 50 Men,Horouta Waka Ama - Te Moana,New Zealand,3,,183,123.96,2:03.96,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/183,5,Final
V12,Master 50 Men,Mooloolaba,Australia,5,,183,133.71,2:13.71,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/183,5,Final
V12,Master 50 Men,NO'AH / Esquilo Sports,Brazil,6,,183,136.47,2:16.47,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/183,5,Final
V12,Master 50 Men,ORCA 50s,USA,7,,183,140.79,2:20.79,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/183,5,Final
V12,Master 50 Men,Salish Sea Fort Langley,Canada,4,,183,132.59,2:12.59,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/183,5,Final
V12,Master 50 Men,True North Calgary,Canada,2,,183,123.95,2:03.95,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/183,5,Final
V6,Master 60 Women,Aratika Water Sports - Pohutukawa,New Zealand,5,1000,184,421.67,7:01.67,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/184,1,Heat
V6,Master 60 Women,Fort Langley Canoe Club,Canada,3,1000,184,408.73,6:48.73,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/184,1,Heat
V6,Master 60 Women,Hei Hei,Brazil,4,1000,184,412.18,6:52.18,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/184,1,Heat
V6,Master 60 Women,K-Pod,Canada,1,1000,184,380.8,6:20.80,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/184,1,Heat
V6,Master 60 Women,Waitakere Outrigger Canoe - Nga Hau e Wha,New Zealand,2,1000,184,405.4,6:45.40,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/184,1,Heat
V6,Master 60 Women,37 Lae'ula O Kai,Hawai'i,1,1000,185,367.76,6:07.76,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/185,1,Heat
V6,Master 60 Women,Hurricanes Lani (Ladies 60s),Great Britain,3,1000,185,420.46,7:00.46,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/185,1,Heat
V6,Master 60 Women,Mooloolaba,Australia,DQ,1000,185,388.56,6:28.56,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/185,1,Heat
V6,Master 60 Women,Pacific Spirit,Canada,2,1000,185,372.28,6:12.28,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/185,1,Heat
V6,Master 60 Women,Trentham Master 60 Women,Great Britain,DQ,1000,185,479.4,7:59.40,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/185,1,Heat
V6,Master 60 Women,Aratika Water Sports - Aratika Vahine,New Zealand,3,1000,187,380.58,6:20.58,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/187,1,Heat
V6,Master 60 Women,Calgary Canoe Club,Canada,5,1000,187,393.51,6:33.51,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/187,1,Heat
