Boat Type,Class,Club,Country,Place,Distance,Race Number,Time (s),Time,Round,ResultsPage,RoundNr,RoundSummary
V1,Master 50 Men,TRUNKS Andy,Great Britain,4,500,077,162.79,2:42.79,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/077,1,Heat
V12,Open Women,Mauna Kia,Canada,5,500,078,141.03,2:21.03,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/078,1,Heat
V12,Open Women,PRCC Mahi Mahi,Great Britain,2,500,078,136.75,2:16.75,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/078,1,Heat
V12,Open Women,Singapore Paddle Club,Singapore,1,500,078,135.59,2:15.59,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/078,1,Heat
V12,Open Women,Tai Tonga 41 Outrigger Canoe - Tuturu Maia,New Zealand,3,500,078,136.8,2:16.80,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/078,1,Heat
V12,Open Women,TURMA DO REMO / Dayone Rossi School,Brazil,4,500,078,139.97,2:19.97,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/078,1,Heat
V12,Open Women,X Kalihi Kai,Hawai'i,5,500,078,141.03,2:21.03,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/078,1,Heat
V1,Master 50 Women,BARBOSA Larissa,Brazil,4,500,079,187.46,3:07.46,Heat 1 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/079,1,Heat
V1,Master 50 Women,DIXON Jan,New Zealand,2,500,079,172.54,2:52.54,Heat 1 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/079,1,Heat
V1,Master 50 Women,FREEMAN Laura,USA,5,500,079,196.23,3:16.23,Heat 1 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/079,1,Heat
V1,Master 50 Women,GURTLER Suzette,Hawai'i,3,500,079,183.32,3:03.32,Heat 1 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/079,1,Heat
V1,Master 50 Women,JAIN Kamini,Canada,1,500,079,170.87,2:50.87,Heat 1 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/079,1,Heat
V1,Master 50 Women,OÑATE PAUBLO Maria Macarena,Chile,6,500,079,210.14,3:30.14,Heat 1 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/079,1,Heat
V1,Master 50 Women,SALGADO MEJIAS DENISSE,Chile,DNS,500,079,,"",Heat 1 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/079,1,Heat
V1,Master 50 Women,CHRISTENSEN Lynn,Hawai'i,2,500,080,175.13,2:55.13,Heat 2 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/080,1,Heat
V1,Master 50 Women,CORLESS Trisha,Great Britain,1,500,080,169.14,2:49.14,Heat 2 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/080,1,Heat
V1,Master 50 Women,DUNTON Zillah,Australia,6,500,080,201.94,3:21.94,Heat 2 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/080,1,Heat
V1,Master 50 Women,GRBIC Cheryl,New Zealand,3,500,080,175.17,2:55.17,Heat 2 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/080,1,Heat
V1,Master 50 Women,MELLADO GATICA Valeria,Chile,7,500,080,209.98,3:29.98,Heat 2 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/080,1,Heat
V1,Master 50 Women,PLANK Birgit,Germany,5,500,080,196.15,3:16.15,Heat 2 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/080,1,Heat
V1,Master 50 Women,ROUMILLAC Dayse,Brazil,4,500,080,193.11,3:13.11,Heat 2 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/080,1,Heat
V1,Master 50 Women,COOPER Robin Marie,Hawai'i,1,500,081,166.02,2:46.02,Heat 3 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/081,1,Heat
V1,Master 50 Women,DURBAN Mel,Canada,2,500,081,166.56,2:46.56,Heat 3 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/081,1,Heat
V1,Master 50 Women,GORDON-GLASSFORD Ariana,New Zealand,3,500,081,173.54,2:53.54,Heat 3 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/081,1,Heat
V1,Master 50 Women,MAYES Keni,Great Britain,5,500,081,175.6,2:55.60,Heat 3 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/081,1,Heat
V1,Master 50 Women,ROLFE Kate,Australia,4,500,081,174.5,2:54.50,Heat 3 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/081,1,Heat
V1,Master 50 Women,SCOTT Judy,Canada,6,500,081,176.26,2:56.26,Heat 3 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/081,1,Heat
V1,Master 50 Women,JACKSON KJ,USA,6,500,082,180.7,3:00.70,Heat 4 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/082,1,Heat
V1,Master 50 Women,MICHELUCCI Georgia,Brazil,5,500,082,179.23,2:59.23,Heat 4 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/082,1,Heat
V1,Master 50 Women,MORGAN Emma,Australia,1,500,082,166.01,2:46.01,Heat 4 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/082,1,Heat
V1,Master 50 Women,PAPUNI Maylene,New Zealand,2,500,082,168.52,2:48.52,Heat 4 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/082,1,Heat
V1,Master 50 Women,PERIDON CAROLE,France,DNS,500,082,,"",Heat 4 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/082,1,Heat
V1,Master 50 Women,SIARIS Steph,USA,4,500,082,177.5,2:57.50,Heat 4 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/082,1,Heat
V1,Master 50 Women,THOMAS Siobhan,Great Britain,3,500,082,177.37,2:57.37,Heat 4 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/082,1,Heat
V1,Open Men,ALI Juan,Brazil,2,500,083,139.26,2:19.26,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/083,1,Heat
V1,Open Men,BUDAY Marton,Germany,4,500,083,146.3,2:26.30,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/083,1,Heat
V1,Open Men,CHIANG Michael,USA,5,500,083,147.51,2:27.51,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/083,1,Heat
V1,Open Men,ITI Jared,New Zealand,3,500,083,140.72,2:20.72,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/083,1,Heat
V1,Open Men,NGATAKI Kacey,New Zealand,1,500,083,137.04,2:17.04,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/083,1,Heat
V1,Open Men,ORTEGA LEZCANO Daniel,Panama,7,500,083,152.82,2:32.82,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/083,1,Heat
V1,Open Men,TILLMANN Ben,Singapore,8,500,083,157.57,2:37.57,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/083,1,Heat
V1,Open Men,WALSH Matthew,Australia,6,500,083,147.99,2:27.99,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/083,1,Heat
V1,Open Men,AUKARA Jimmy,France,3,500,084,145.94,2:25.94,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/084,1,Heat
V1,Open Men,BIRBECK Reginaldo,Brazil,2,500,084,145.87,2:25.87,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/084,1,Heat
V1,Open Men,MAKUA Kaina,Hawai'i,7,500,084,161.53,2:41.53,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/084,1,Heat
V1,Open Men,MALLEA ALVARADO Sebastian,Chile,8,500,084,165.58,2:45.58,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/084,1,Heat
V1,Open Men,MCLEOD George,Canada,4,500,084,147.63,2:27.63,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/084,1,Heat
V1,Open Men,MEDEIROS RODRIGO,Brazil,5,500,084,148.47,2:28.47,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/084,1,Heat
V1,Open Men,PUYO Titouan,New Caledonia,1,500,084,143.04,2:23.04,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/084,1,Heat
V1,Open Men,WILECZEK Daniel,Panama,6,500,084,154.63,2:34.63,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/084,1,Heat
V12,Master 60 Women,"","",DNS,500,085,,"",Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/085,1,Heat
V12,Master 60 Women,85 Kaiola (33),Hawai'i,1,500,085,145.7,2:25.70,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/085,1,Heat
V12,Master 60 Women,Aratika Water Sports - Aratika Vahinez,New Zealand,3,500,085,152.05,2:32.05,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/085,1,Heat
V12,Master 60 Women,Calgary Fort Langley,Canada,4,500,085,158.39,2:38.39,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/085,1,Heat
V12,Master 60 Women,Horouta Waka Ama - Hinewaiariki,New Zealand,2,500,085,149.75,2:29.75,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/085,1,Heat
V12,Master 60 Women,NCOCA,USA,5,500,085,158.92,2:38.92,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/085,1,Heat
V12,Master 60 Women,Trentham Black Swans,Great Britain,6,500,085,176.36,2:56.36,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/085,1,Heat
V1,Open Men,DOLAN Patrick,Hawai'i,DNS,500,086,,"",Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/086,1,Heat
V1,Open Men,KING Tupu,New Zealand,2,500,086,140.98,2:20.98,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/086,1,Heat
V1,Open Men,MAINGUET Albert,New Caledonia,1,500,086,140.26,2:20.26,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/086,1,Heat
V1,Open Men,NG ZHENG HUI Sirius,Singapore,7,500,086,156.19,2:36.19,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/086,1,Heat
V1,Open Men,TECK LEE Kong,Singapore,6,500,086,153.94,2:33.94,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/086,1,Heat
V1,Open Men,TERIITEMATAUA PENI,France,3,500,086,145.42,2:25.42,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/086,1,Heat
V1,Open Men,THOMSON Olly,Great Britain,4,500,086,146.65,2:26.65,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/086,1,Heat
V1,Open Men,WILLIAMS James,Great Britain,5,500,086,149.73,2:29.73,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/086,1,Heat
V1,Open Men,CHOW Jeffrey,Canada,1,500,087,151.03,2:31.03,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/087,1,Heat
V1,Open Men,KAIHA AKAHEE,France,3,500,087,151.56,2:31.56,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/087,1,Heat
V1,Open Men,MORENO NARBONA Alvaro,Panama,7,500,087,165.44,2:45.44,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/087,1,Heat
V1,Open Men,O'GRADY Jonathan,Great Britain,4,500,087,153.35,2:33.35,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/087,1,Heat
V1,Open Men,PANG Bryceson,Hawai'i,6,500,087,159.04,2:39.04,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/087,1,Heat
V1,Open Men,ROMERO BUGUEÑO Carlos,Chile,5,500,087,157.81,2:37.81,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/087,1,Heat
V1,Open Men,ZLATAR QUINTANS Bruno,Chile,2,500,087,151.22,2:31.22,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/087,1,Heat
V12,Master 60 Women,37 Lae'ula O Kai (10),Hawai'i,1,500,088,144.33,2:24.33,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/088,1,Heat
V12,Master 60 Women,60D Waikoloa (4),Hawai'i,3,500,088,145.34,2:25.34,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/088,1,Heat
V12,Master 60 Women,Aratika Water Sports - Whaitere Pounamu,New Zealand,5,500,088,160.39,2:40.39,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/088,1,Heat
V12,Master 60 Women,False Creek Racing Canoe Club,Canada,4,500,088,151.66,2:31.66,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/088,1,Heat
V12,Master 60 Women,Mooloolaba,Australia,2,500,088,144.48,2:24.48,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/088,1,Heat
V12,Master 60 Women,Salish Sea,Canada,6,500,088,165.43,2:45.43,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/088,1,Heat
V1,Open Men,ANG Ken,Canada,6,500,089,160.91,2:40.91,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/089,1,Heat
V1,Open Men,CRANFIELD Cameron,Australia,5,500,089,160.84,2:40.84,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/089,1,Heat
V1,Open Men,HIDALGO-IKA Jose,Rapa Nui,1,500,089,147.29,2:27.29,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/089,1,Heat
V1,Open Men,KUHLMANN Torben,Germany,3,500,089,155.68,2:35.68,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/089,1,Heat
V1,Open Men,LAU Jackson,USA,7,500,089,163.38,2:43.38,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/089,1,Heat
V1,Open Men,LEGAVRE Benjamin,New Caledonia,2,500,089,147.99,2:27.99,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/089,1,Heat
V1,Open Men,SAN NICOLAS Vince,USA,4,500,089,157.29,2:37.29,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/089,1,Heat
V12,Master 50 Women,31 Hawaiian (85),Hawai'i,5,,092,152.05,2:32.05,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/092,1,Heat
V12,Master 50 Women,Calgary Canoe Club,Canada,6,,092,153.86,2:33.86,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/092,1,Heat
V12,Master 50 Women,Can West,Canada,3,,092,141.56,2:21.56,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/092,1,Heat
V12,Master 50 Women,FNQ Far North Queensland,Australia,1,,092,139.67,2:19.67,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/092,1,Heat
V12,Master 50 Women,MAKAIRA / Hei Hei,Brazil,8,,092,166.45,2:46.45,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/092,1,Heat
V12,Master 50 Women,ORCA 50's,USA,7,,092,156.21,2:36.21,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/092,1,Heat
V12,Master 50 Women,R Haleiwa Outrigger (4),Hawai'i,1,,092,139.67,2:19.67,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/092,1,Heat
V12,Master 50 Women,Taranaki Outrigger Canoe - Hiringa Wahine,New Zealand,4,,092,142.86,2:22.86,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/092,1,Heat
V12,Master 50 Women,37 Lae'ula O Kai,Hawai'i,3,,096,148,2:28.00,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/096,1,Heat
V12,Master 50 Women,CANOMAMA / Hoe Tribe,Brazil,2,,096,140.32,2:20.32,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/096,1,Heat
V12,Master 50 Women,Hurricanes Moana (Ladies 50s),Great Britain,7,,096,163.17,2:43.17,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/096,1,Heat
V12,Master 50 Women,ORCA 50s -2,USA,6,,096,161.54,2:41.54,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/096,1,Heat
V12,Master 50 Women,Outrigger Whitsunday,Australia,4,,096,152.68,2:32.68,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/096,1,Heat
V12,Master 50 Women,Salish Sea Fort Langley,Canada,5,,096,161.3,2:41.30,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/096,1,Heat
V12,Master 50 Women,Taniwha Outrigger Canoe - Taniwha Wahinez,New Zealand,1,,096,137.31,2:17.31,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/096,1,Heat
V1,Master 70 Men,AMUNDSON Jon,Canada,1,500,099,176.72,2:56.72,Final,https://www.liveresults.co.nz/competition/438/schedule/race/099,5,Final
V1,Master 70 Men,CURTIS Terry,Canada,6,500,099,187.82,3:07.82,Final,https://www.liveresults.co.nz/competition/438/schedule/race/099,5,Final
V1,Master 70 Men,DEGROOT Dave,USA,4,500,099,178.75,2:58.75,Final,https://www.liveresults.co.nz/competition/438/schedule/race/099,5,Final
V1,Master 70 Men,EDGEHILL Jack,Hawai'i,DNS,500,099,,"",Final,https://www.liveresults.co.nz/competition/438/schedule/race/099,5,Final
V1,Master 70 Men,FARRANCE Alan,Great Britain,7,500,099,199.55,3:19.55,Final,https://www.liveresults.co.nz/competition/438/schedule/race/099,5,Final
V1,Master 70 Men,GOODALE David,Hawai'i,5,500,099,185.93,3:05.93,Final,https://www.liveresults.co.nz/competition/438/schedule/race/099,5,Final
V1,Master 70 Men,ROBERTS John,Canada,3,500,099,177.88,2:57.88,Final,https://www.liveresults.co.nz/competition/438/schedule/race/099,5,Final
V1,Master 70 Men,SALLAS KALEIWOHI Dennis,Hawai'i,2,500,099,177.32,2:57.32,Final,https://www.liveresults.co.nz/competition/438/schedule/race/099,5,Final
V1,Master 70 Women,ARCHDEKIN Lorene,Canada,DQ,500,100,404,6:44.00,Final,https://www.liveresults.co.nz/competition/438/schedule/race/100,5,Final
V1,Master 70 Women,DOYLE Sally,Australia,5,500,100,227.69,3:47.69,Final,https://www.liveresults.co.nz/competition/438/schedule/race/100,5,Final
V1,Master 70 Women,JEAVONS Sue,Great Britain,6,500,100,231.83,3:51.83,Final,https://www.liveresults.co.nz/competition/438/schedule/race/100,5,Final
V1,Master 70 Women,MCCOLL Barbara,Canada,DQ,500,100,204.22,3:24.22,Final,https://www.liveresults.co.nz/competition/438/schedule/race/100,5,Final
V1,Master 70 Women,MOHS Ann,Canada,2,500,100,203.04,3:23.04,Final,https://www.liveresults.co.nz/competition/438/schedule/race/100,5,Final
V1,Master 70 Women,ROBB Linda,Hawai'i,3,500,100,211.61,3:31.61,Final,https://www.liveresults.co.nz/competition/438/schedule/race/100,5,Final
V1,Master 70 Women,TOWN Katherine,Canada,1,500,100,201.48,3:21.48,Final,https://www.liveresults.co.nz/competition/438/schedule/race/100,5,Final
V1,Master 70 Women,WEBSTER Liz,New Zealand,4,500,100,216.58,3:36.58,Final,https://www.liveresults.co.nz/competition/438/schedule/race/100,5,Final
V1,Open Women,EYCHENNE ILOHA,France,1,500,101,161.02,2:41.02,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/101,1,Heat
V1,Open Women,KLAUS Kristi,Singapore,4,500,101,177.57,2:57.57,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/101,1,Heat
V1,Open Women,MATEUS Mariana,Brazil,6,500,101,184.69,3:04.69,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/101,1,Heat
V1,Open Women,MOKE Hope,New Zealand,2,500,101,168.57,2:48.57,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/101,1,Heat
V1,Open Women,RIQUELME HENRIQUEZ CATALINA,Chile,7,500,101,210.72,3:30.72,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/101,1,Heat
V1,Open Women,SHANK Lindsay,Hawai'i,5,500,101,178.27,2:58.27,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/101,1,Heat
V1,Open Women,VITTORAZZO Luana,Brazil,3,500,101,177.13,2:57.13,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/101,1,Heat
V1,Open Women,CAIRNS Anne,Samoa,2,500,102,164.81,2:44.81,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/102,1,Heat
V1,Open Women,CHESNY Zoey,USA,4,500,102,178.47,2:58.47,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/102,1,Heat
V1,Open Women,HOEY Nicola,Australia,3,500,102,171.55,2:51.55,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/102,1,Heat
V1,Open Women,MAKUA Ka-Lei-Kau-Maka,Hawai'i,5,500,102,181.53,3:01.53,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/102,1,Heat
V1,Open Women,OLIVARES DÍAZ Camila,Chile,7,500,102,190.06,3:10.06,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/102,1,Heat
V1,Open Women,SEIPLE Ingrid,Hawai'i,6,500,102,183.03,3:03.03,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/102,1,Heat
V1,Open Women,ZILG April,USA,1,500,102,157.82,2:37.82,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/102,1,Heat
V1,Open Women,BOSTON Kayla,Canada,5,500,103,183.61,3:03.61,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/103,1,Heat
V1,Open Women,CARROLL Kim,USA,6,500,103,185.66,3:05.66,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/103,1,Heat
V1,Open Women,DILLAN Daniela,Brazil,4,500,103,181.38,3:01.38,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/103,1,Heat
V1,Open Women,FISCHER Maria,Germany,7,500,103,185.94,3:05.94,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/103,1,Heat
V1,Open Women,LIM Erin,Canada,3,500,103,181.29,3:01.29,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/103,1,Heat
V1,Open Women,RAY Betsy,Great Britain,2,500,103,178.93,2:58.93,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/103,1,Heat
V1,Open Women,STANLEY Leanne,Canada,1,500,103,171.64,2:51.64,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/103,1,Heat
V1,Open Women,HAPI Ngatuire,New Zealand,1,500,104,176.14,2:56.14,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/104,1,Heat
V1,Open Women,MASOTTI DUARTE Sofia,Chile,3,500,104,186.42,3:06.42,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/104,1,Heat
V1,Open Women,PARTAL Vanesa,Great Britain,5,500,104,194.47,3:14.47,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/104,1,Heat
V1,Open Women,QUICHOCHO Kia,Guam,4,500,104,187.99,3:07.99,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/104,1,Heat
V1,Open Women,SCHAARE Jamie-Lee,Germany,6,500,104,198.99,3:18.99,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/104,1,Heat
V1,Open Women,SEWARD Jennea,Canada,7,500,104,212,3:32.00,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/104,1,Heat
V1,Open Women,STEVENSON Jasmin,New Zealand,2,500,104,176.81,2:56.81,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/104,1,Heat
V12,Open Men,Far North Queensland,Australia,6,500,105,127.52,2:07.52,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/105,1,Heat
V12,Open Men,FCRCC Star Nation,Canada,2,500,105,123.96,2:03.96,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/105,1,Heat
V12,Open Men,H Lokahi,Hawai'i,4,500,105,127.06,2:07.06,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/105,1,Heat
V12,Open Men,HERE TAINA,Chile,3,500,105,125.41,2:05.41,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/105,1,Heat
V12,Open Men,Maui,Hawai'i,5,500,105,127.5,2:07.50,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/105,1,Heat
V12,Open Men,Mont-dore Shell,New Caledonia,1,500,105,122.58,2:02.58,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/105,1,Heat
V12,Open Men,ORCA,USA,8,500,105,132.01,2:12.01,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/105,1,Heat
V12,Open Men,PRCC Vainau Toa,Great Britain,7,500,105,129.05,2:09.05,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/105,1,Heat
V1,Open Women,ELLIOTT Rachel,Great Britain,4,500,106,192.48,3:12.48,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/106,1,Heat
V1,Open Women,KAGEYAMA Machiko,Singapore,7,500,106,209,3:29.00,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/106,1,Heat
V1,Open Women,MAINGUET Cynthia,New Caledonia,3,500,106,176.18,2:56.18,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/106,1,Heat
V1,Open Women,MIGALBIN January,Singapore,5,500,106,192.49,3:12.49,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/106,1,Heat
V1,Open Women,NEBAUER Ada,Australia,2,500,106,171.18,2:51.18,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/106,1,Heat
V1,Open Women,SCHAARE Michiko,Germany,6,500,106,194.83,3:14.83,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/106,1,Heat
V1,Open Women,WILLIAMS Akayshia,New Zealand,1,500,106,161.54,2:41.54,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/106,1,Heat
V1,Master 60 Women,CHRISTENSEN Lynn,Hawai'i,5,500,107,194.99,3:14.99,Final,https://www.liveresults.co.nz/competition/438/schedule/race/107,5,Final
V1,Master 60 Women,DURBAN Mel,Canada,1,500,107,181.85,3:01.85,Final,https://www.liveresults.co.nz/competition/438/schedule/race/107,5,Final
V1,Master 60 Women,PATTEL Kerry,Australia,7,500,107,200.64,3:20.64,Final,https://www.liveresults.co.nz/competition/438/schedule/race/107,5,Final
V1,Master 60 Women,RASMUSSEN Jenny,Australia,2,500,107,192.46,3:12.46,Final,https://www.liveresults.co.nz/competition/438/schedule/race/107,5,Final
V1,Master 60 Women,ROCHA ZULEIA,Brazil,3,500,107,192.86,3:12.86,Final,https://www.liveresults.co.nz/competition/438/schedule/race/107,5,Final
V1,Master 60 Women,STEWART Ngahieki,New Zealand,4,500,107,193.9,3:13.90,Final,https://www.liveresults.co.nz/competition/438/schedule/race/107,5,Final
V1,Master 60 Women,WEISS Vanessa,Hawai'i,8,500,107,202.18,3:22.18,Final,https://www.liveresults.co.nz/competition/438/schedule/race/107,5,Final
V1,Master 60 Women,WILLIAMS Anne,Australia,6,500,107,198.66,3:18.66,Final,https://www.liveresults.co.nz/competition/438/schedule/race/107,5,Final
