Boat Type,Class,Club,Country,Place,Distance,Race Number,Time (s),Time,Round,ResultsPage
V1,Junior 16 Men,"BERRIOS QUEZADA, Esteban",Chile,5,500,61,163.95,02:44.0,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/061
V1,Junior 16 Men,"CAMPBELL, Maia",New Zealand,1,500,61,143.22,02:23.2,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/061
V1,Junior 16 Men,"CAMPBELL, Maia",New Zealand,1,500,147,143.38,02:23.4,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/147
V1,Junior 16 Men,"COVARRUBIAS CIFUENTES, Tristan",Chile,8,500,60,170.77,02:50.8,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/060
V1,Junior 16 Men,"DIOGO, Victor",Brazil,DQ,500,61,158.46,02:38.5,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/061
V1,Junior 16 Men,"GOMES, Eduardo",Brazil,1,500,60,147.05,02:27.1,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/060
V1,Junior 16 Men,"GOMES, Eduardo",Brazil,4,500,147,147.28,02:27.3,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/147
V1,Junior 16 Men,"KIYUNA, 'Eha",Hawai'i,4,500,60,153.56,02:33.6,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/060
V1,Junior 16 Men,"KIYUNA, 'Eha",Hawai'i,7,500,147,152.92,02:32.9,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/147
V1,Junior 16 Men,"KONOHIA, Sig La'akea",Hawai'i,3,500,61,147.65,02:27.7,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/061
V1,Junior 16 Men,"KONOHIA, Sig La'akea",Hawai'i,5,500,147,148.39,02:28.4,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/147
V1,Junior 16 Men,"LAITITI, Tanoa",Hawai'i,6,500,61,167.91,02:47.9,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/061
V1,Junior 16 Men,"MORGAN, Khy",Australia,7,500,61,176.98,02:57.0,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/061
V1,Junior 16 Men,"MOTTERSHEAD, Tyler",Canada,4,500,61,156.08,02:36.1,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/061
V1,Junior 16 Men,"MOTTERSHEAD, Tyler",Canada,8,500,147,158.38,02:38.4,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/147
V1,Junior 16 Men,"RETI, Elite",New Zealand,2,500,61,143.34,02:23.3,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/061
V1,Junior 16 Men,"RETI, Elite",New Zealand,2,500,147,144.31,02:24.3,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/147
V1,Junior 16 Men,"SEWARD, Joseph",Canada,7,500,60,170.67,02:50.7,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/060
V1,Junior 16 Men,"SOTO, Kane",New Zealand,2,500,60,147.21,02:27.2,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/060
V1,Junior 16 Men,"SOTO, Kane",New Zealand,3,500,147,146.52,02:26.5,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/147
V1,Junior 16 Men,"SOUSA, Marcos Vinicius",Brazil,6,500,60,167.12,02:47.1,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/060
V1,Junior 16 Men,"SUTTON-MACMILLAN, Callum",Canada,5,500,60,157.67,02:37.7,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/060
V1,Junior 16 Men,"TOLOA, Marlin",New Zealand,3,500,60,152.79,02:32.8,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/060
V1,Junior 16 Men,"TOLOA, Marlin",New Zealand,6,500,147,152.44,02:32.4,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/147
V1,Junior 16 Women,"BROOKING, Hinekahukura",New Zealand,3,500,111,177.47,02:57.5,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/111
V1,Junior 16 Women,"BROOKING, Hinekahukura",New Zealand,3,500,148,163.12,02:43.1,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/148
V1,Junior 16 Women,"CAREY, Maka",Hawai'i,5,500,111,187,03:07.0,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/111
V1,Junior 16 Women,"CROWE, Jessica",Australia,5,500,110,186.65,03:06.7,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/110
V1,Junior 16 Women,"MAKUA, Kahiau",Hawai'i,4,500,110,183.77,03:03.8,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/110
V1,Junior 16 Women,"MAKUA, Kahiau",Hawai'i,6,500,148,168.66,02:48.7,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/148
V1,Junior 16 Women,"MORETE, Taylynn",New Zealand,1,500,148,159.79,02:39.8,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/148
V1,Junior 16 Women,"MORETE, Taylynn",New Zealand,2,500,111,175.06,02:55.1,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/111
V1,Junior 16 Women,"MORRIS, Sakora",Canada,6,500,110,193.49,03:13.5,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/110
V1,Junior 16 Women,"MUÑOZ GONZALEZ, Belen",Chile,4,500,111,183.15,03:03.2,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/111
V1,Junior 16 Women,"MUÑOZ GONZALEZ, Belen",Chile,8,500,148,175.14,02:55.1,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/148
V1,Junior 16 Women,"PANG, Gerricka",Hawai'i,7,500,111,223.07,03:43.1,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/111
V1,Junior 16 Women,"PIRIPI, Waitangi",New Zealand,1,500,111,174.41,02:54.4,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/111
V1,Junior 16 Women,"PIRIPI, Waitangi",New Zealand,2,500,148,159.86,02:39.9,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/148
V1,Junior 16 Women,"RETI, Chelsea",New Zealand,1,500,110,176.9,02:56.9,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/110
V1,Junior 16 Women,"RETI, Chelsea",New Zealand,4,500,148,163.56,02:43.6,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/148
V1,Junior 16 Women,"SCHIPPEL, Jaya",Canada,6,500,111,217.89,03:37.9,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/111
V1,Junior 16 Women,"SILVER-DOUGLAS, Emily",Canada,7,500,110,222.72,03:42.7,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/110
V1,Junior 16 Women,"TOLOA, Marnie",New Zealand,3,500,110,182.87,03:02.9,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/110
V1,Junior 16 Women,"TOLOA, Marnie",New Zealand,7,500,148,169.39,02:49.4,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/148
V1,Junior 16 Women,"WILLIAMS-HARRIS, Eternity",New Zealand,2,500,110,180.86,03:00.9,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/110
V1,Junior 16 Women,"WILLIAMS-HARRIS, Eternity",New Zealand,5,500,148,166.96,02:47.0,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/148
V1,Junior 19 Men,"BASTIEN, Kaimana",New Caledonia,1,500,67,142.26,02:22.3,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/067
V1,Junior 19 Men,"BASTIEN, Kaimana",New Caledonia,2,500,154,140.64,02:20.6,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/154
V1,Junior 19 Men,"BOSI, Rudah",Brazil,4,500,68,151.2,02:31.2,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/068
V1,Junior 19 Men,"BOSI, Rudah",Brazil,6,500,144,148.83,02:28.8,Repechage ,https://www.liveresults.co.nz/competition/438/schedule/race/144
V1,Junior 19 Men,"CAMERON, Jake",New Zealand,3,500,144,146.45,02:26.5,Repechage ,https://www.liveresults.co.nz/competition/438/schedule/race/144
V1,Junior 19 Men,"CAMERON, Jake",New Zealand,4,500,67,147.78,02:27.8,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/067
V1,Junior 19 Men,"CRUZ, William",Hawai'i,6,500,68,156.39,02:36.4,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/068
V1,Junior 19 Men,"GOMES, Eduardo",Brazil,5,500,67,148.33,02:28.3,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/067
V1,Junior 19 Men,"GOMES, Eduardo",Brazil,5,500,144,148.75,02:28.7,Repechage ,https://www.liveresults.co.nz/competition/438/schedule/race/144
V1,Junior 19 Men,"GRBIC, Pharrel",New Zealand,2,500,67,144.48,02:24.5,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/067
V1,Junior 19 Men,"GRBIC, Pharrel",New Zealand,6,500,154,144.45,02:24.4,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/154
V1,Junior 19 Men,"HERMAND, Niels",French Guyana,6,500,69,167.51,02:47.5,Heat  3/3,https://www.liveresults.co.nz/competition/438/schedule/race/069
V1,Junior 19 Men,"HEWSON, Hunter",New Zealand,2,500,69,143.5,02:23.5,Heat  3/3,https://www.liveresults.co.nz/competition/438/schedule/race/069
V1,Junior 19 Men,"HEWSON, Hunter",New Zealand,4,500,154,142.74,02:22.7,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/154
V1,Junior 19 Men,"LOPEZ VALENZUELA, ALFONSO",Chile,5,500,69,157.91,02:37.9,Heat  3/3,https://www.liveresults.co.nz/competition/438/schedule/race/069
V1,Junior 19 Men,"MORRIS, Jasper",Canada,1,500,69,142.96,02:23.0,Heat  3/3,https://www.liveresults.co.nz/competition/438/schedule/race/069
V1,Junior 19 Men,"MORRIS, Jasper",Canada,1,500,154,140.62,02:20.6,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/154
V1,Junior 19 Men,"PILA, Noah",Hawai'i,4,500,69,151.95,02:31.9,Heat  3/3,https://www.liveresults.co.nz/competition/438/schedule/race/069
V1,Junior 19 Men,"PILA, Noah",Hawai'i,7,500,144,152.91,02:32.9,Repechage ,https://www.liveresults.co.nz/competition/438/schedule/race/144
V1,Junior 19 Men,"PINILLA HUENTEN, ARIKI",Rapa Nui,1,500,68,144.64,02:24.6,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/068
V1,Junior 19 Men,"PINILLA HUENTEN, ARIKI",Rapa Nui,3,500,154,141.17,02:21.2,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/154
V1,Junior 19 Men,"RAINEY, Will",Canada,3,500,68,151.13,02:31.1,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/068
V1,Junior 19 Men,"RAINEY, Will",Canada,4,500,144,148.67,02:28.7,Repechage ,https://www.liveresults.co.nz/competition/438/schedule/race/144
V1,Junior 19 Men,"RAVEST ERAZO, Martin",Chile,7,500,67,162.42,02:42.4,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/067
V1,Junior 19 Men,"SILVA, Rodrigo",Brazil,2,500,68,150.43,02:30.4,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/068
V1,Junior 19 Men,"SILVA, Rodrigo",Brazil,8,500,154,150.63,02:30.6,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/154
V1,Junior 19 Men,"SUTTON-MACMILLAN, Callum",Canada,6,500,67,159.58,02:39.6,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/067
V1,Junior 19 Men,"WALSH, Joshua",Australia,5,500,68,155.66,02:35.7,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/068
V1,Junior 19 Men,"WALSH, Joshua",Australia,8,500,144,154.15,02:34.2,Repechage ,https://www.liveresults.co.nz/competition/438/schedule/race/144
V1,Junior 19 Men,"YOUDERIAN, Ali'i Keanuenueokalani",Hawai'i,1,500,144,144.26,02:24.3,Repechage ,https://www.liveresults.co.nz/competition/438/schedule/race/144
V1,Junior 19 Men,"YOUDERIAN, Ali'i Keanuenueokalani",Hawai'i,3,500,69,145.62,02:25.6,Heat  3/3,https://www.liveresults.co.nz/competition/438/schedule/race/069
V1,Junior 19 Men,"YOUDERIAN, Ali'i Keanuenueokalani",Hawai'i,7,500,154,144.53,02:24.5,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/154
V1,Junior 19 Men,"ZLATAR QUINTANS, Bruno",Chile,2,500,144,145.73,02:25.7,Repechage ,https://www.liveresults.co.nz/competition/438/schedule/race/144
V1,Junior 19 Men,"ZLATAR QUINTANS, Bruno",Chile,3,500,67,145.5,02:25.5,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/067
V1,Junior 19 Men,"ZLATAR QUINTANS, Bruno",Chile,5,500,154,144.38,02:24.4,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/154
V1,Junior 19 Women,"AVILA DIAZ, Nicole",Chile,DNS,500,62,,,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/062
V1,Junior 19 Women,"BECK, Ella",Hawai'i,2,500,125,184.57,03:04.6,Repechage  1,https://www.liveresults.co.nz/competition/438/schedule/race/125
V1,Junior 19 Women,"BECK, Ella",Hawai'i,3,500,64,169.52,02:49.5,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/064
V1,Junior 19 Women,"BECK, Ella",Hawai'i,8,500,153,167.97,02:48.0,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/153
V1,Junior 19 Women,"CAMERON, Jessica",New Zealand,2,500,62,164,02:44.0,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/062
V1,Junior 19 Women,"CAMERON, Jessica",New Zealand,7,500,153,166.63,02:46.6,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/153
V1,Junior 19 Women,"CROWE, Jessica",Australia,3,500,62,172.77,02:52.8,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/062
V1,Junior 19 Women,"CROWE, Jessica",Australia,5,500,125,193.38,03:13.4,Repechage  1,https://www.liveresults.co.nz/competition/438/schedule/race/125
V1,Junior 19 Women,"HAPI, Ngatuire",New Zealand,1,500,62,158.8,02:38.8,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/062
V1,Junior 19 Women,"HAPI, Ngatuire",New Zealand,1,500,153,157.57,02:37.6,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/153
V1,Junior 19 Women,"IMPERATO, Rio Blue",Hawai'i,4,500,65,168.67,02:48.7,Heat  3/3,https://www.liveresults.co.nz/competition/438/schedule/race/065
V1,Junior 19 Women,"IMPERATO, Rio Blue",Hawai'i,4,500,125,193.17,03:13.2,Repechage  1,https://www.liveresults.co.nz/competition/438/schedule/race/125
V1,Junior 19 Women,"LA'A, Cother",Hawai'i,3,500,125,192.4,03:12.4,Repechage  1,https://www.liveresults.co.nz/competition/438/schedule/race/125
V1,Junior 19 Women,"LA'A, Cother",Hawai'i,4,500,64,177.49,02:57.5,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/064
V1,Junior 19 Women,"LUNA UNDURRAGA, Celeste",Chile,4,500,62,182.18,03:02.2,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/062
V1,Junior 19 Women,"LUNA UNDURRAGA, Celeste",Chile,8,500,125,212.69,03:32.7,Repechage  1,https://www.liveresults.co.nz/competition/438/schedule/race/125
V1,Junior 19 Women,"MALLOWAY, Autumn",Canada,6,500,64,185.33,03:05.3,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/064
V1,Junior 19 Women,"MALLOWAY, Autumn",Canada,7,500,125,209.66,03:29.7,Repechage  1,https://www.liveresults.co.nz/competition/438/schedule/race/125
V1,Junior 19 Women,"NEBAUER, Ada",Australia,2,500,65,161.63,02:41.6,Heat  3/3,https://www.liveresults.co.nz/competition/438/schedule/race/065
V1,Junior 19 Women,"NEBAUER, Ada",Australia,2,500,153,158.96,02:39.0,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/153
V1,Junior 19 Women,"NGATAKI, Teagan",New Zealand,1,500,125,180.22,03:00.2,Repechage  1,https://www.liveresults.co.nz/competition/438/schedule/race/125
V1,Junior 19 Women,"NGATAKI, Teagan",New Zealand,3,500,65,164.85,02:44.9,Heat  3/3,https://www.liveresults.co.nz/competition/438/schedule/race/065
V1,Junior 19 Women,"NGATAKI, Teagan",New Zealand,6,500,153,166.44,02:46.4,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/153
V1,Junior 19 Women,"NGAWAKA, Reneeah",New Zealand,1,500,65,159.47,02:39.5,Heat  3/3,https://www.liveresults.co.nz/competition/438/schedule/race/065
V1,Junior 19 Women,"NGAWAKA, Reneeah",New Zealand,5,500,153,160.73,02:40.7,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/153
V1,Junior 19 Women,"RANGIHUNA-WINIKEREI, Hinewaipounamu",New Zealand,2,500,64,159.63,02:39.6,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/064
V1,Junior 19 Women,"RANGIHUNA-WINIKEREI, Hinewaipounamu",New Zealand,4,500,153,159.42,02:39.4,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/153
V1,Junior 19 Women,"RIQUELME HENRIQUEZ, CATALINA",Chile,5,500,65,188.58,03:08.6,Heat  3/3,https://www.liveresults.co.nz/competition/438/schedule/race/065
V1,Junior 19 Women,"SEWARD, Jennea",Canada,5,500,64,182.88,03:02.9,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/064
V1,Junior 19 Women,"SEWARD, Jennea",Canada,6,500,125,193.94,03:13.9,Repechage  1,https://www.liveresults.co.nz/competition/438/schedule/race/125
V1,Junior 19 Women,"SEWARD, Rose",Canada,DQ,500,62,,,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/062
V1,Junior 19 Women,"SILBERY-HENARE, Te Rangihuia",New Zealand,1,500,64,159.44,02:39.4,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/064
V1,Junior 19 Women,"SILBERY-HENARE, Te Rangihuia",New Zealand,3,500,153,159.2,02:39.2,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/153
V1,Master 40 Men,,,DNS,500,53,,,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/053
V1,Master 40 Men,"ALMEIDA, Marcelo",Brazil,2,500,123,165.86,02:45.9,Repechage  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/123
V1,Master 40 Men,"ALMEIDA, Marcelo",Brazil,5,500,54,150.42,02:30.4,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/054
V1,Master 40 Men,"ALMEIDA, Marcelo",Brazil,6,500,145,149.25,02:29.3,Semi  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/145
V1,Master 40 Men,"BELITZ, Matthias",Germany,6,500,54,158.46,02:38.5,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/054
V1,Master 40 Men,"BERNER HERRERA, Pablo",Chile,6,500,55,166.15,02:46.2,Heat  3/3,https://www.liveresults.co.nz/competition/438/schedule/race/055
V1,Master 40 Men,"BUDAY, Marton",Germany,1,500,58,143.4,02:23.4,Heat  5/5,https://www.liveresults.co.nz/competition/438/schedule/race/058
V1,Master 40 Men,"BUDAY, Marton",Germany,2,500,145,144.78,02:24.8,Semi  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/145
V1,Master 40 Men,"BUDAY, Marton",Germany,7,500,155,145.58,02:25.6,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/155
V1,Master 40 Men,"CAREY, Mael",Hawai'i,2,500,124,168.15,02:48.2,Repechage  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/124
V1,Master 40 Men,"CAREY, Mael",Hawai'i,4,500,54,147.79,02:27.8,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/054
V1,Master 40 Men,"CAREY, Mael",Hawai'i,6,500,146,147.64,02:27.6,Semi  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/146
V1,Master 40 Men,"CERCONE, Giovanni",Australia,5,500,55,163.47,02:43.5,Heat  3/3,https://www.liveresults.co.nz/competition/438/schedule/race/055
V1,Master 40 Men,"CERCONE, Giovanni",Australia,8,500,124,180.23,03:00.2,Repechage  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/124
V1,Master 40 Men,"DONALDSON, Grant",New Zealand,2,500,58,146.28,02:26.3,Heat  5/5,https://www.liveresults.co.nz/competition/438/schedule/race/058
V1,Master 40 Men,"DONALDSON, Grant",New Zealand,4,500,145,146.48,02:26.5,Semi  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/145
V1,Master 40 Men,"DONALDSON, Grant",New Zealand,6,500,155,145.45,02:25.5,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/155
V1,Master 40 Men,"DURAN VERIVERI, Omar",Rapa Nui,2,500,54,147.34,02:27.3,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/054
V1,Master 40 Men,"DURAN VERIVERI, Omar",Rapa Nui,5,500,146,146.92,02:26.9,Semi  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/146
V1,Master 40 Men,"EPERANIA, Hemery",Germany,3,500,55,155.11,02:35.1,Heat  3/3,https://www.liveresults.co.nz/competition/438/schedule/race/055
V1,Master 40 Men,"EPERANIA, Hemery",Germany,6,500,123,168.68,02:48.7,Repechage  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/123
V1,Master 40 Men,"FILHO, Carlos José",Brazil,3,500,58,148.27,02:28.3,Heat  5/5,https://www.liveresults.co.nz/competition/438/schedule/race/058
V1,Master 40 Men,"FILHO, Carlos José",Brazil,7,500,123,168.73,02:48.7,Repechage  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/123
V1,Master 40 Men,"GRANDMONT, Jonathan",Canada,3,500,57,152.32,02:32.3,Heat  4/4,https://www.liveresults.co.nz/competition/438/schedule/race/057
V1,Master 40 Men,"GRANDMONT, Jonathan",Canada,6,500,124,172.77,02:52.8,Repechage  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/124
V1,Master 40 Men,"GRANT, Darren",Canada,3,500,124,168.63,02:48.6,Repechage  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/124
V1,Master 40 Men,"GRANT, Darren",Canada,4,500,55,158.23,02:38.2,Heat  3/3,https://www.liveresults.co.nz/competition/438/schedule/race/055
V1,Master 40 Men,"GRANT, Darren",Canada,8,500,146,153.25,02:33.3,Semi  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/146
V1,Master 40 Men,"GROCHOLSKI, Nathan Kealii",Hawai'i,2,500,55,152.77,02:32.8,Heat  3/3,https://www.liveresults.co.nz/competition/438/schedule/race/055
V1,Master 40 Men,"GROCHOLSKI, Nathan Kealii",Hawai'i,7,500,146,149.96,02:30.0,Semi  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/146
V1,Master 40 Men,"HERNANDEZ, Gary",USA,7,500,55,169.86,02:49.9,Heat  3/3,https://www.liveresults.co.nz/competition/438/schedule/race/055
V1,Master 40 Men,"HOLLIDAY, Pete",Great Britain,4,500,58,151.51,02:31.5,Heat  5/5,https://www.liveresults.co.nz/competition/438/schedule/race/058
V1,Master 40 Men,"HOLLIDAY, Pete",Great Britain,5,500,124,171.07,02:51.1,Repechage  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/124
V1,Master 40 Men,"JAMES, Ryan",Great Britain,1,500,123,161.94,02:41.9,Repechage  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/123
V1,Master 40 Men,"JAMES, Ryan",Great Britain,3,500,53,147.44,02:27.4,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/053
V1,Master 40 Men,"JAMES, Ryan",Great Britain,5,500,145,147.33,02:27.3,Semi  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/145
V1,Master 40 Men,"JARA CASTRO, Leandro",Chile,7,500,58,158.81,02:38.8,Heat  5/5,https://www.liveresults.co.nz/competition/438/schedule/race/058
V1,Master 40 Men,"LAU, Jackson",USA,4,500,123,167.12,02:47.1,Repechage  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/123
V1,Master 40 Men,"LAU, Jackson",USA,5,500,58,154.98,02:35.0,Heat  5/5,https://www.liveresults.co.nz/competition/438/schedule/race/058
V1,Master 40 Men,"MAINGUET, Philippe",New Caledonia,2,500,57,150.14,02:30.1,Heat  4/4,https://www.liveresults.co.nz/competition/438/schedule/race/057
V1,Master 40 Men,"MAINGUET, Philippe",New Caledonia,7,500,145,152.88,02:32.9,Semi  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/145
V1,Master 40 Men,"MARINO, JEROME",France,4,500,124,169.57,02:49.6,Repechage  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/124
V1,Master 40 Men,"MARINO, JEROME",France,6,500,58,156.16,02:36.2,Heat  5/5,https://www.liveresults.co.nz/competition/438/schedule/race/058
V1,Master 40 Men,"MEDINA TEUBER, Pedro",Chile,6,500,53,168.74,02:48.7,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/053
V1,Master 40 Men,"MOREL, Thony",France,6,500,57,159.53,02:39.5,Heat  4/4,https://www.liveresults.co.nz/competition/438/schedule/race/057
V1,Master 40 Men,"MORGAN, Rhys",Australia,5,500,53,164.95,02:45.0,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/053
V1,Master 40 Men,"MORGAN, Rhys",Australia,8,500,123,186.55,03:06.5,Repechage  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/123
V1,Master 40 Men,"MORRIS, Len",Canada,1,500,54,144.41,02:24.4,Heat  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/054
V1,Master 40 Men,"MORRIS, Len",Canada,2,500,146,143.91,02:23.9,Semi  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/146
V1,Master 40 Men,"MORRIS, Len",Canada,3,500,155,142.35,02:22.4,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/155
V1,Master 40 Men,"PAPALII, Ioane",Samoa,4,500,57,152.97,02:33.0,Heat  4/4,https://www.liveresults.co.nz/competition/438/schedule/race/057
V1,Master 40 Men,"PAPALII, Ioane",Samoa,5,500,123,168.58,02:48.6,Repechage  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/123
V1,Master 40 Men,"PENNY, Andy",Hawai'i,2,500,53,143.44,02:23.4,Heat  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/053
V1,Master 40 Men,"PENNY, Andy",Hawai'i,3,500,146,145.1,02:25.1,Semi  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/146
V1,Master 40 Men,"PENNY, Andy",Hawai'i,5,500,155,145.34,02:25.3,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/155
V1,Master 40 Men,"RETI, Jason",New Zealand,1,500,57,140.27,02:20.3,Heat  4/4,https://www.liveresults.co.nz/competition/438/schedule/race/057
V1,Master 40 Men,"RETI, Jason",New Zealand,1,500,145,142.14,02:22.1,Semi  1/1,https://www.liveresults.co.nz/competition/438/schedule/race/145
V1,Master 40 Men,"RETI, Jason",New Zealand,1,500,155,140.94,02:20.9,Final ,https://www.liveresults.co.nz/competition/438/schedule/race/155
V1,Master 40 Men,"RIMENE, Paddy",New Zealand,1,500,124,163.97,02:44.0,Repechage  2/2,https://www.liveresults.co.nz/competition/438/schedule/race/124
