Race Number,Class,Boat Type,Distance,Round,ResultsPage,Place,Club,Country,Time,Time (s)
030,Master 75 Men,V1,500,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/030,4,MARVIN Maurice,New Zealand,2:59.99,179.99
030,Master 75 Men,V1,500,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/030,5,LEE Donald,Hawai'i,3:25.72,205.72
030,Master 75 Men,V1,500,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/030,6,COELHO Luiz Ricardo,Brazil,3:26.92,206.92
031,Master 75 Men,V1,500,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/031,1,ROBERTS John,Canada,2:43.99,163.99
031,Master 75 Men,V1,500,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/031,2,TROTMAN Andy,Great Britain,3:02.83,182.83
031,Master 75 Men,V1,500,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/031,3,MADALI Shaka,Hawai'i,3:09.74,189.74
031,Master 75 Men,V1,500,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/031,4,MCHENRY Micheal,Hawai'i,3:13.52,193.52
031,Master 75 Men,V1,500,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/031,5,LISBONA Albert,Brazil,4:02.79,242.79
032,Elite Junior Men,V6,1000,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/032,1,Aotearoa Nz,New Zealand,5:00.09,300.09
032,Elite Junior Men,V6,1000,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/032,2,Hawaii - Lanikai,Hawai'i,5:07.10,307.1
032,Elite Junior Men,V6,1000,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/032,3,HERE TAINA,Chile,5:19.27,319.27
032,Elite Junior Men,V6,1000,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/032,DNS,Brazil,Brazil,,null
033,Elite Junior Women,V6,1000,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/033,1,Aotearoa Nz,New Zealand,5:21.82,321.82
033,Elite Junior Women,V6,1000,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/033,2,Hawaii - Hawaiian,Hawai'i,5:41.55,341.55
033,Elite Junior Women,V6,1000,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/033,3,CHILE,Chile,6:26.85,386.85
034,Master 75 Women,V1,500,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/034,1,LIMA Evelyn,Brazil,3:36.63,216.63
034,Master 75 Women,V1,500,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/034,2,LEITES Barbara,USA,3:39.70,219.7
034,Master 75 Women,V1,500,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/034,3,WETZEL Diane,Hawai'i,3:43.85,223.85
034,Master 75 Women,V1,500,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/034,4,MATSON Ruth,Canada,3:45.81,225.81
035,Master 75 Women,V1,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/035,1,MOHS Ann,Canada,3:10.71,190.71
035,Master 75 Women,V1,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/035,2,DICKINSON Charlene,USA,3:39.59,219.59
035,Master 75 Women,V1,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/035,3,AKIONA Mary,Hawai'i,4:13.83,253.83
035,Master 75 Women,V1,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/035,4,DALGLEISH Verna,Canada,4:31.58,271.58
035,Master 75 Women,V1,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/035,DQ,BARNETT Bobby,New Zealand,5:40.81,340.81
036,Elite Women,V6,1500,Repechage 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/036,1,Hawaii - Outrigger,Hawai'i,8:27.65,507.65
036,Elite Women,V6,1500,Repechage 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/036,2,Canada,Canada,8:49.73,529.73
036,Elite Women,V6,1500,Repechage 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/036,3,OCTUPUS,Chile,9:36.28,576.28
037,Elite Women,V6,1500,Repechage 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/037,1,Brazil,Brazil,8:57.44,537.44
037,Elite Women,V6,1500,Repechage 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/037,2,USA,USA,9:14.49,554.49
037,Elite Women,V6,1500,Repechage 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/037,3,Germany,Germany,9:27.48,567.48
038,Elite Men,V12,500,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/038,1,Brazil,Brazil,1:56.50,116.5
038,Elite Men,V12,500,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/038,2,CHILE,Chile,1:59.27,119.27
038,Elite Men,V12,500,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/038,3,Hawaii,Hawai'i,2:00.11,120.11
039,Master 60 Women,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/039,1,STEWART Ngahieki,New Zealand,2:59.85,179.85
039,Master 60 Women,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/039,2,PATTEL Kerry,Australia,2:59.95,179.95
039,Master 60 Women,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/039,3,KRUSZELNICKI Helen,Great Britain,3:01.43,181.43
039,Master 60 Women,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/039,4,GURTLER Suzette,Hawai'i,3:01.95,181.95
039,Master 60 Women,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/039,5,TATA-HENRY Gillian,New Zealand,3:02.45,182.45
039,Master 60 Women,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/039,6,PHINNEY Mary Lou,Canada,3:04.09,184.09
039,Master 60 Women,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/039,7,ASTON Mihi,New Zealand,3:06.87,186.87
039,Master 60 Women,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/039,8,THORPE Sarah,New Zealand,3:07.19,187.19
040,Master 60 Men,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/040,1,MCLELLAN Pat,Canada,2:44.07,164.07
040,Master 60 Men,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/040,2,SALLAS KALEIWOHI Dennis,Hawai'i,2:44.09,164.09
040,Master 60 Men,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/040,3,MATTHEWS Mike,Singapore,2:44.51,164.51
040,Master 60 Men,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/040,4,SOOLE Shane,Australia,2:46.46,166.46
040,Master 60 Men,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/040,5,OLIVEIRA Edson,Brazil,2:49.55,169.55
040,Master 60 Men,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/040,6,HESTIN CHRISTIAN,France,2:51.60,171.6
040,Master 60 Men,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/040,7,BAUMANN Roger,Germany,2:54.31,174.31
040,Master 60 Men,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/040,8,BELL Mark,Australia,2:56.18,176.18
041,Elite Men,V12,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/041,1,Aotearoa Nz,New Zealand,1:56.29,116.29
041,Elite Men,V12,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/041,2,Canada,Canada,2:00.57,120.57
041,Elite Men,V12,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/041,3,Great Britain,Great Britain,2:04.01,124.01
041,Elite Men,V12,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/041,4,Germany,Germany,2:04.61,124.61
043,Master 70 Women,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/043,1,WEBSTER Liz,New Zealand,3:21.88,201.88
043,Master 70 Women,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/043,2,ARCHDEKIN Lorene,Canada,3:22.52,202.52
043,Master 70 Women,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/043,3,WOOLDRIDGE Katrina,New Zealand,3:22.82,202.82
043,Master 70 Women,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/043,4,BLYTHE Jan,New Zealand,3:23.33,203.33
043,Master 70 Women,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/043,5,BIRKBECK Victoria,Brazil,3:25.12,205.12
043,Master 70 Women,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/043,6,SCIASCIA Gaylene,New Zealand,3:31.67,211.67
043,Master 70 Women,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/043,7,LAI Corky,USA,3:35.41,215.41
043,Master 70 Women,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/043,8,LEITES Barbara,USA,3:47.14,227.14
044,Master 70 Men,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/044,1,ROBERTS John,Canada,2:48.45,168.45
044,Master 70 Men,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/044,2,GOODALE David,Hawai'i,2:50.84,170.84
044,Master 70 Men,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/044,3,GABEL Rob,New Zealand,2:55.35,175.35
044,Master 70 Men,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/044,4,JAMESON Jerry,Hawai'i,2:57.01,177.01
044,Master 70 Men,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/044,5,IRWIN Val,New Zealand,2:57.89,177.89
044,Master 70 Men,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/044,6,MACHACEK Stan,Canada,3:00.25,180.25
044,Master 70 Men,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/044,7,KINCANNON Lon,USA,3:03.00,183
044,Master 70 Men,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/044,8,VERDE Victor,Brazil,3:05.58,185.58
045,Elite Women,V6,1500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/045,1,Aotearoa Nz,New Zealand,8:14.89,494.89
045,Elite Women,V6,1500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/045,2,Hawaii - Outrigger,Hawai'i,8:24.29,504.29
045,Elite Women,V6,1500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/045,3,Great Britain,Great Britain,8:33.79,513.79
045,Elite Women,V6,1500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/045,4,Canada,Canada,8:35.61,515.61
045,Elite Women,V6,1500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/045,5,Brazil,Brazil,8:47.07,527.07
046,Elite Men,V6,1500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/046,1,Hawaii - Lanikai,Hawai'i,7:33.75,453.75
046,Elite Men,V6,1500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/046,2,Aotearoa Nz,New Zealand,7:38.87,458.87
046,Elite Men,V6,1500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/046,3,France,France,7:44.29,464.29
046,Elite Men,V6,1500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/046,4,Canada,Canada,7:57.01,477.01
046,Elite Men,V6,1500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/046,5,Great Britain,Great Britain,7:57.53,477.53
047,Master 75 Men,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/047,1,HOLT Craig,USA,3:08.95,188.95
047,Master 75 Men,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/047,2,VALE Theo,New Zealand,3:09.14,189.14
047,Master 75 Men,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/047,3,MARVIN Maurice,New Zealand,3:10.41,190.41
047,Master 75 Men,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/047,4,MADALI Shaka,Hawai'i,3:21.74,201.74
047,Master 75 Men,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/047,5,MCHENRY Micheal,Hawai'i,3:33.31,213.31
047,Master 75 Men,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/047,6,MICHELUCCI Carlos,Brazil,3:37.30,217.3
047,Master 75 Men,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/047,7,LEE Donald,Hawai'i,3:39.16,219.16
047,Master 75 Men,V1,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/047,8,COELHO Luiz Ricardo,Brazil,3:50.99,230.99
048,Master 75 Women,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/048,1,MOHS Ann,Canada,3:15.35,195.35
048,Master 75 Women,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/048,2,DICKINSON Charlene,USA,3:44.39,224.39
048,Master 75 Women,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/048,3,LEITES Barbara,USA,3:50.81,230.81
048,Master 75 Women,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/048,4,LIMA Evelyn,Brazil,3:52.43,232.43
048,Master 75 Women,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/048,5,MATSON Ruth,Canada,4:00.59,240.59
048,Master 75 Women,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/048,6,WETZEL Diane,Hawai'i,4:01.69,241.69
048,Master 75 Women,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/048,7,AKIONA Mary,Hawai'i,4:29.35,269.35
048,Master 75 Women,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/048,8,DALGLEISH Verna,Canada,4:32.09,272.09
048A,Elite Men,V12,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/048A,1,Hawaii,Hawai'i,1:59.59,119.59
048A,Elite Men,V12,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/048A,2,Great Britain,Great Britain,2:01.87,121.87
048A,Elite Men,V12,500,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/048A,3,Germany,Germany,2:03.29,123.29
049,Master 60 Men,V1,500,Semi 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/049,1,KARLS Tommy,Sweden,2:32.46,152.46
049,Master 60 Men,V1,500,Semi 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/049,2,THOMAS George,New Zealand,2:37.62,157.62
049,Master 60 Men,V1,500,Semi 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/049,3,KRUSZELNICKI Peter,Great Britain,2:39.19,159.19
049,Master 60 Men,V1,500,Semi 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/049,4,FUHRMANN Marek,Germany,2:40.16,160.16
049,Master 60 Men,V1,500,Semi 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/049,5,MC BRIDE Jeff,Hawai'i,2:41.68,161.68
049,Master 60 Men,V1,500,Semi 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/049,6,MCLELLAN Pat,Canada,2:45.08,165.08
049,Master 60 Men,V1,500,Semi 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/049,7,SMITH Tim,Great Britain,2:50.35,170.35
049,Master 60 Men,V1,500,Semi 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/049,8,SOOLE Shane,Australia,2:52.56,172.56
050,Master 60 Men,V1,500,Semi 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/050,1,GUYOT Pierre,Fiji,2:37.53,157.53
050,Master 60 Men,V1,500,Semi 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/050,2,BAILEY Claude,Great Britain,2:40.33,160.33
050,Master 60 Men,V1,500,Semi 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/050,3,PRYOR Lyle,New Zealand,2:40.53,160.53
050,Master 60 Men,V1,500,Semi 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/050,4,UNDERWOOD Jim,Canada,2:42.31,162.31
050,Master 60 Men,V1,500,Semi 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/050,5,COLE Steve,Hawai'i,2:45.33,165.33
050,Master 60 Men,V1,500,Semi 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/050,6,MATTHEWS Mike,Singapore,2:49.47,169.47
050,Master 60 Men,V1,500,Semi 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/050,7,VARNEL Rob,Canada,2:50.63,170.63
050,Master 60 Men,V1,500,Semi 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/050,DNS,OLIVEIRA Edson,Brazil,,null
051,Elite Women,V12,500,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/051,1,Aotearoa Nz,New Zealand,2:06.84,126.84
051,Elite Women,V12,500,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/051,2,Hawaii,Hawai'i,2:10.49,130.49
051,Elite Women,V12,500,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/051,3,Brazil,Brazil,2:12.40,132.4
051,Elite Women,V12,500,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/051,4,Great Britain,Great Britain,2:13.02,133.02
051,Elite Women,V12,500,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/051,5,USA,USA,2:19.84,139.84
051,Elite Women,V12,500,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/051,6,CHILE,Chile,2:32.28,152.28
052,Elite Men,V12,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/052,1,Aotearoa Nz,New Zealand,1:53.29,113.29
052,Elite Men,V12,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/052,2,Brazil,Brazil,1:54.34,114.34
052,Elite Men,V12,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/052,3,CHILE,Chile,1:58.43,118.43
052,Elite Men,V12,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/052,4,Hawaii,Hawai'i,2:00.02,120.02
052,Elite Men,V12,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/052,5,Canada,Canada,2:00.34,120.34
052,Elite Men,V12,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/052,6,Great Britain,Great Britain,2:04.52,124.52
053,Master 40 Men,V1,500,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/053,1,SOUZA Paulo,Brazil,2:22.41,142.41
053,Master 40 Men,V1,500,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/053,2,PENNY Andy,Hawai'i,2:23.44,143.44
053,Master 40 Men,V1,500,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/053,3,JAMES Ryan,Great Britain,2:27.44,147.44
053,Master 40 Men,V1,500,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/053,4,SZASZAK Denes,Singapore,2:31.25,151.25
053,Master 40 Men,V1,500,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/053,5,MORGAN Rhys,Australia,2:44.95,164.95
053,Master 40 Men,V1,500,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/053,6,MEDINA TEUBER Pedro,Chile,2:48.74,168.74
053,Master 40 Men,V1,500,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/053,DNS,,,,null
054,Master 40 Men,V1,500,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/054,1,MORRIS Len,Canada,2:24.41,144.41
054,Master 40 Men,V1,500,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/054,2,DURAN VERIVERI Omar,Rapa Nui,2:27.34,147.34
054,Master 40 Men,V1,500,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/054,3,RIMENE Paddy,New Zealand,2:27.62,147.62
054,Master 40 Men,V1,500,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/054,4,CAREY Mael,Hawai'i,2:27.79,147.79
054,Master 40 Men,V1,500,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/054,5,ALMEIDA Marcelo,Brazil,2:30.42,150.42
054,Master 40 Men,V1,500,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/054,6,BELITZ Matthias,Germany,2:38.46,158.46
055,Master 40 Men,V1,500,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/055,1,ROBERTS Justin,New Zealand,2:24.95,144.95
055,Master 40 Men,V1,500,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/055,2,GROCHOLSKI Nathan Kealii,Hawai'i,2:32.77,152.77
055,Master 40 Men,V1,500,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/055,3,EPERANIA Hemery,Germany,2:35.11,155.11
055,Master 40 Men,V1,500,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/055,4,GRANT Darren,Canada,2:38.23,158.23
055,Master 40 Men,V1,500,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/055,5,CERCONE Giovanni,Australia,2:43.47,163.47
055,Master 40 Men,V1,500,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/055,6,BERNER HERRERA Pablo,Chile,2:46.15,166.15
055,Master 40 Men,V1,500,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/055,7,HERNANDEZ Gary,USA,2:49.86,169.86
056,Master 40 Women,V12,null,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/056,1,Horouta Waka Ama - Kaiarahi Toa,New Zealand,2:10.31,130.31
056,Master 40 Women,V12,null,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/056,2,Can West,Canada,2:11.94,131.94
056,Master 40 Women,V12,null,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/056,3,4 Lanikai (R),Hawai'i,2:12.16,132.16
056,Master 40 Women,V12,null,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/056,4,PRCC E'Ala'E,Great Britain,2:14.15,134.15
056,Master 40 Women,V12,null,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/056,5,Singapore Paddle Club,Singapore,2:15.75,135.75
056,Master 40 Women,V12,null,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/056,6,Porirua Canoe Kayak Club - PCKC Taimania,New Zealand,2:16.41,136.41
056,Master 40 Women,V12,null,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/056,7,Z Ka Mamalahoe (35),Hawai'i,2:20.89,140.89
056,Master 40 Women,V12,null,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/056,8,California,USA,2:28.90,148.9
057,Master 40 Men,V1,500,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/057,1,RETI Jason,New Zealand,2:20.27,140.27
057,Master 40 Men,V1,500,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/057,2,MAINGUET Philippe,New Caledonia,2:30.14,150.14
057,Master 40 Men,V1,500,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/057,3,GRANDMONT Jonathan,Canada,2:32.32,152.32
057,Master 40 Men,V1,500,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/057,4,PAPALII Ioane,Samoa,2:32.97,152.97
057,Master 40 Men,V1,500,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/057,5,WIGMORE Anthony,Great Britain,2:33.17,153.17
057,Master 40 Men,V1,500,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/057,6,MOREL Thony,France,2:39.53,159.53
057,Master 40 Men,V1,500,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/057,DQ,TAN Karwee,Singapore,2:52.93,172.93
058,Master 40 Men,V1,500,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/058,1,BUDAY Marton,Germany,2:23.40,143.4
058,Master 40 Men,V1,500,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/058,2,DONALDSON Grant,New Zealand,2:26.28,146.28
058,Master 40 Men,V1,500,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/058,3,FILHO Carlos José,Brazil,2:28.27,148.27
058,Master 40 Men,V1,500,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/058,4,HOLLIDAY Pete,Great Britain,2:31.51,151.51
058,Master 40 Men,V1,500,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/058,5,LAU Jackson,USA,2:34.98,154.98
058,Master 40 Men,V1,500,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/058,6,MARINO JEROME,France,2:36.16,156.16
058,Master 40 Men,V1,500,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/058,7,JARA CASTRO Leandro,Chile,2:38.81,158.81
059,Master 40 Women,V12,null,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/059,1,FNQ Far North Queensland,Australia,2:12.09,132.09
059,Master 40 Women,V12,null,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/059,2,MANA BRASIL / Tribo Hoe,Brazil,2:12.23,132.23
059,Master 40 Women,V12,null,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/059,3,Ratana Paa - Orakeinui,New Zealand,2:16.48,136.48
059,Master 40 Women,V12,null,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/059,4,37 Lae'ula O Kai,Hawai'i,2:16.53,136.53
059,Master 40 Women,V12,null,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/059,5,Royal Wahines,Great Britain,2:19.07,139.07
059,Master 40 Women,V12,null,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/059,6,ORCA 40s,USA,2:19.25,139.25
059,Master 40 Women,V12,null,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/059,7,OCUK Master 40 Women,Great Britain,2:22.77,142.77
059,Master 40 Women,V12,null,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/059,8,Club Outrigger Whitsunday,Australia,2:29.91,149.91
060,Junior 16 Men,V1,500,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/060,1,GOMES Eduardo,Brazil,2:27.05,147.05
060,Junior 16 Men,V1,500,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/060,2,SOTO Kane,New Zealand,2:27.21,147.21
060,Junior 16 Men,V1,500,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/060,3,TOLOA Marlin,New Zealand,2:32.79,152.79
060,Junior 16 Men,V1,500,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/060,4,KIYUNA 'Eha,Hawai'i,2:33.56,153.56
060,Junior 16 Men,V1,500,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/060,5,SUTTON-MACMILLAN Callum,Canada,2:37.67,157.67
060,Junior 16 Men,V1,500,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/060,6,SOUSA Marcos Vinicius,Brazil,2:47.12,167.12
060,Junior 16 Men,V1,500,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/060,7,SEWARD Joseph,Canada,2:50.67,170.67
