Race Number,Class,Boat Type,Distance,Round,ResultsPage,Place,Club,Country,Time,Time (s)
060,Junior 16 Men,V1,500,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/060,8,COVARRUBIAS CIFUENTES Tristan,Chile,2:50.77,170.77
061,Junior 16 Men,V1,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/061,1,CAMPBELL Maia,New Zealand,2:23.22,143.22
061,Junior 16 Men,V1,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/061,2,RETI Elite,New Zealand,2:23.34,143.34
061,Junior 16 Men,V1,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/061,3,KONOHIA Sig La'akea,Hawai'i,2:27.65,147.65
061,Junior 16 Men,V1,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/061,4,MOTTERSHEAD Tyler,Canada,2:36.08,156.08
061,Junior 16 Men,V1,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/061,DQ,DIOGO Victor,Brazil,2:38.46,158.46
061,Junior 16 Men,V1,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/061,5,BERRIOS QUEZADA Esteban,Chile,2:43.95,163.95
061,Junior 16 Men,V1,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/061,6,LAITITI Tanoa,Hawai'i,2:47.91,167.91
061,Junior 16 Men,V1,500,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/061,7,MORGAN Khy,Australia,2:56.98,176.98
062,Junior 19 Women,V1,500,Heat 1 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/062,1,HAPI Ngatuire,New Zealand,2:38.80,158.8
062,Junior 19 Women,V1,500,Heat 1 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/062,2,CAMERON Jessica,New Zealand,2:44.00,164
062,Junior 19 Women,V1,500,Heat 1 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/062,3,CROWE Jessica,Australia,2:52.77,172.77
062,Junior 19 Women,V1,500,Heat 1 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/062,4,LUNA UNDURRAGA Celeste,Chile,3:02.18,182.18
062,Junior 19 Women,V1,500,Heat 1 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/062,DNS,AVILA DIAZ Nicole,Chile,,null
062,Junior 19 Women,V1,500,Heat 1 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/062,DQ,SEWARD Rose,Canada,,null
063,Master 40 Men,V12,null,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/063,1,Calgary Chinook,Canada,2:00.48,120.48
063,Master 40 Men,V12,null,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/063,2,Hui Wa'a,Hawai'i,2:02.06,122.06
063,Master 40 Men,V12,null,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/063,3,Far North Queensland,Australia,2:02.37,122.37
063,Master 40 Men,V12,null,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/063,4,Royal Ohana,Great Britain,2:06.21,126.21
063,Master 40 Men,V12,null,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/063,5,ORCA 40s,USA,2:11.62,131.62
064,Junior 19 Women,V1,500,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/064,1,SILBERY-HENARE Te Rangihuia,New Zealand,2:39.44,159.44
064,Junior 19 Women,V1,500,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/064,2,RANGIHUNA-WINIKEREI Hinewaipounamu,New Zealand,2:39.63,159.63
064,Junior 19 Women,V1,500,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/064,3,BECK Ella,Hawai'i,2:49.52,169.52
064,Junior 19 Women,V1,500,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/064,4,LA'A Cother,Hawai'i,2:57.49,177.49
064,Junior 19 Women,V1,500,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/064,5,SEWARD Jennea,Canada,3:02.88,182.88
064,Junior 19 Women,V1,500,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/064,6,MALLOWAY Autumn,Canada,3:05.33,185.33
065,Junior 19 Women,V1,500,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/065,1,NGAWAKA Reneeah,New Zealand,2:39.47,159.47
065,Junior 19 Women,V1,500,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/065,2,NEBAUER Ada,Australia,2:41.63,161.63
065,Junior 19 Women,V1,500,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/065,3,NGATAKI Teagan,New Zealand,2:44.85,164.85
065,Junior 19 Women,V1,500,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/065,4,IMPERATO Rio Blue,Hawai'i,2:48.67,168.67
065,Junior 19 Women,V1,500,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/065,5,RIQUELME HENRIQUEZ CATALINA,Chile,3:08.58,188.58
066,Master 40 Men,V12,null,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/066,1,Te Waka Pounamu - Aoraki Matatu,New Zealand,1:56.67,116.67
066,Master 40 Men,V12,null,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/066,2,Mont-dore Shell Vaa,New Caledonia,1:57.83,117.83
066,Master 40 Men,V12,null,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/066,3,HE'E NALU / Bra Va'a,Brazil,1:57.97,117.97
066,Master 40 Men,V12,null,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/066,4,Eagle Mountain Outrigger,Sweden,2:03.44,123.44
066,Master 40 Men,V12,null,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/066,5,PRCC Raiteva,Great Britain,2:05.64,125.64
066,Master 40 Men,V12,null,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/066,6,OCUK Master 40 Men,Great Britain,2:08.05,128.05
067,Junior 19 Men,V1,500,Heat 1 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/067,1,BASTIEN Kaimana,New Caledonia,2:22.26,142.26
067,Junior 19 Men,V1,500,Heat 1 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/067,2,GRBIC Pharrel,New Zealand,2:24.48,144.48
067,Junior 19 Men,V1,500,Heat 1 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/067,3,ZLATAR QUINTANS Bruno,Chile,2:25.50,145.5
067,Junior 19 Men,V1,500,Heat 1 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/067,4,CAMERON Jake,New Zealand,2:27.78,147.78
067,Junior 19 Men,V1,500,Heat 1 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/067,5,GOMES Eduardo,Brazil,2:28.33,148.33
067,Junior 19 Men,V1,500,Heat 1 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/067,6,SUTTON-MACMILLAN Callum,Canada,2:39.58,159.58
067,Junior 19 Men,V1,500,Heat 1 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/067,7,RAVEST ERAZO Martin,Chile,2:42.42,162.42
068,Junior 19 Men,V1,500,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/068,1,PINILLA HUENTEN ARIKI,Rapa Nui,2:24.64,144.64
068,Junior 19 Men,V1,500,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/068,2,SILVA Rodrigo,Brazil,2:30.43,150.43
068,Junior 19 Men,V1,500,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/068,3,RAINEY Will,Canada,2:31.13,151.13
068,Junior 19 Men,V1,500,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/068,4,BOSI Rudah,Brazil,2:31.20,151.2
068,Junior 19 Men,V1,500,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/068,5,WALSH Joshua,Australia,2:35.66,155.66
068,Junior 19 Men,V1,500,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/068,6,CRUZ William,Hawai'i,2:36.39,156.39
069,Junior 19 Men,V1,500,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/069,1,MORRIS Jasper,Canada,2:22.96,142.96
069,Junior 19 Men,V1,500,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/069,2,HEWSON Hunter,New Zealand,2:23.50,143.5
069,Junior 19 Men,V1,500,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/069,3,YOUDERIAN Ali'i Keanuenueokalani,Hawai'i,2:25.62,145.62
069,Junior 19 Men,V1,500,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/069,4,PILA Noah,Hawai'i,2:31.95,151.95
069,Junior 19 Men,V1,500,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/069,5,LOPEZ VALENZUELA ALFONSO,Chile,2:37.91,157.91
069,Junior 19 Men,V1,500,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/069,6,HERMAND Niels,French Guyana,2:47.51,167.51
070,Master 50 Men,V1,500,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/070,1,GILRAY Ross,New Zealand,2:27.66,147.66
070,Master 50 Men,V1,500,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/070,2,FOTI John,Hawai'i,2:29.82,149.82
070,Master 50 Men,V1,500,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/070,3,MITCHELL Joe,Great Britain,2:30.87,150.87
070,Master 50 Men,V1,500,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/070,4,DORRIES Peter,Australia,2:31.35,151.35
070,Master 50 Men,V1,500,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/070,5,DENHOLM Brian,Great Britain,2:37.03,157.03
070,Master 50 Men,V1,500,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/070,6,GRIMMER Thomas,Germany,2:42.76,162.76
071,Open Women,V12,500,Heat 1 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/071,1,4 Lanikai (33),Hawai'i,2:11.28,131.28
071,Open Women,V12,500,Heat 1 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/071,2,Hei Matau Paddlers - Finest Womens,New Zealand,2:13.40,133.4
071,Open Women,V12,500,Heat 1 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/071,3,MANA BRASIL / Canomama,Brazil,2:16.61,136.61
071,Open Women,V12,500,Heat 1 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/071,4,ORCA 1,USA,2:20.37,140.37
071,Open Women,V12,500,Heat 1 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/071,5,OCUK Open Women,Great Britain,2:29.32,149.32
071,Open Women,V12,500,Heat 1 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/071,6,BRUTAL SPORTS,Chile,2:40.03,160.03
072,Master 75 Men,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/072,1,AMUNDSON Jon,Canada,2:45.54,165.54
072,Master 75 Men,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/072,2,ROBERTS John,Canada,2:47.16,167.16
072,Master 75 Men,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/072,3,COURT John,Great Britain,2:49.04,169.04
072,Master 75 Men,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/072,4,HERDERSCHEE Del,Great Britain,2:53.55,173.55
072,Master 75 Men,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/072,5,MACHACEK Stan,Canada,2:55.69,175.69
072,Master 75 Men,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/072,6,HOLT Craig,USA,2:59.50,179.5
072,Master 75 Men,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/072,7,VALE Theo,New Zealand,3:00.36,180.36
072,Master 75 Men,V1,500,Final,https://www.liveresults.co.nz/competition/438/schedule/race/072,8,TROTMAN Andy,Great Britain,3:10.09,190.09
073,Master 50 Men,V1,500,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/073,1,BEYNET PATRICK,France,2:26.97,146.97
073,Master 50 Men,V1,500,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/073,2,CUMEIRA Alexandre,Brazil,2:27.69,147.69
073,Master 50 Men,V1,500,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/073,3,EILERT Thomas,Germany,2:37.23,157.23
073,Master 50 Men,V1,500,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/073,4,JARA CASTRO Leandro,Chile,2:38.98,158.98
073,Master 50 Men,V1,500,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/073,5,MATTHEWS Mike,Singapore,2:41.98,161.98
073,Master 50 Men,V1,500,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/073,DQ,MIRANDA PIZARRO Gabriel,Chile,2:44.97,164.97
073,Master 50 Men,V1,500,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/073,6,KING Thadius,USA,3:06.07,186.07
074,Master 50 Men,V1,500,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/074,1,HAVY CHRISTOPHE,France,2:21.56,141.56
074,Master 50 Men,V1,500,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/074,2,HODGES John Turi,New Zealand,2:23.68,143.68
074,Master 50 Men,V1,500,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/074,3,BECK Hobey,Hawai'i,2:25.06,145.06
074,Master 50 Men,V1,500,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/074,4,SCHMITT Bertrand,New Caledonia,2:26.37,146.37
074,Master 50 Men,V1,500,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/074,5,BORLE Scott,Canada,2:29.97,149.97
074,Master 50 Men,V1,500,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/074,6,MONTEIRO Norberto,Brazil,2:41.99,161.99
075,Open Women,V12,500,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/075,1,Horouta Waka Ama - Kaiarahi Toa,New Zealand,2:11.34,131.34
075,Open Women,V12,500,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/075,2,FNQ Far North Queensland,Australia,2:16.17,136.17
075,Open Women,V12,500,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/075,3,ORCA 2,USA,2:22.13,142.13
075,Open Women,V12,500,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/075,4,Hui Wa'a,Hawai'i,2:26.37,146.37
075,Open Women,V12,500,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/075,5,Star Nation Canoe Club,Canada,2:27.20,147.2
075,Open Women,V12,500,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/075,6,HERE TAINA,Chile,2:42.79,162.79
076,Master 50 Men,V1,500,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/076,1,FOTI Jim,Hawai'i,2:31.17,151.17
076,Master 50 Men,V1,500,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/076,2,FILHO Carlos José,Brazil,2:34.73,154.73
076,Master 50 Men,V1,500,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/076,3,FERRI DE BARROS Fabio,Canada,2:36.09,156.09
076,Master 50 Men,V1,500,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/076,4,MIHALYI Tamas,Canada,2:43.81,163.81
076,Master 50 Men,V1,500,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/076,5,MORGAN Rhys,Australia,2:50.38,170.38
076,Master 50 Men,V1,500,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/076,6,HERNANDEZ Gary,USA,2:58.31,178.31
076,Master 50 Men,V1,500,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/076,DNS,,,,null
077,Master 50 Men,V1,500,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/077,1,STREULY MOLINA Andres,Chile,2:31.87,151.87
077,Master 50 Men,V1,500,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/077,2,MARQUET Murray,New Zealand,2:37.20,157.2
077,Master 50 Men,V1,500,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/077,3,FINAU Ben,Samoa,2:40.27,160.27
077,Master 50 Men,V1,500,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/077,4,TRUNKS Andy,Great Britain,2:42.79,162.79
077,Master 50 Men,V1,500,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/077,5,LENITSCHEK Bodo,Germany,2:45.73,165.73
077,Master 50 Men,V1,500,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/077,DQ,CROWE Dale,Australia,2:47.92,167.92
077,Master 50 Men,V1,500,Heat 5 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/077,6,LÖFGREN Michael,Sweden,3:03.60,183.6
078,Open Women,V12,500,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/078,1,Singapore Paddle Club,Singapore,2:15.59,135.59
078,Open Women,V12,500,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/078,2,PRCC Mahi Mahi,Great Britain,2:16.75,136.75
078,Open Women,V12,500,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/078,3,Tai Tonga 41 Outrigger Canoe - Tuturu Maia,New Zealand,2:16.80,136.8
078,Open Women,V12,500,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/078,4,TURMA DO REMO / Dayone Rossi School,Brazil,2:19.97,139.97
078,Open Women,V12,500,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/078,5,Mauna Kia,Canada,2:21.03,141.03
078,Open Women,V12,500,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/078,5,X Kalihi Kai,Hawai'i,2:21.03,141.03
079,Master 50 Women,V1,500,Heat 1 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/079,1,JAIN Kamini,Canada,2:50.87,170.87
079,Master 50 Women,V1,500,Heat 1 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/079,2,DIXON Jan,New Zealand,2:52.54,172.54
079,Master 50 Women,V1,500,Heat 1 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/079,3,GURTLER Suzette,Hawai'i,3:03.32,183.32
079,Master 50 Women,V1,500,Heat 1 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/079,4,BARBOSA Larissa,Brazil,3:07.46,187.46
079,Master 50 Women,V1,500,Heat 1 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/079,5,FREEMAN Laura,USA,3:16.23,196.23
079,Master 50 Women,V1,500,Heat 1 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/079,6,OÑATE PAUBLO Maria Macarena,Chile,3:30.14,210.14
079,Master 50 Women,V1,500,Heat 1 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/079,DNS,SALGADO MEJIAS DENISSE,Chile,,null
080,Master 50 Women,V1,500,Heat 2 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/080,1,CORLESS Trisha,Great Britain,2:49.14,169.14
080,Master 50 Women,V1,500,Heat 2 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/080,2,CHRISTENSEN Lynn,Hawai'i,2:55.13,175.13
080,Master 50 Women,V1,500,Heat 2 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/080,3,GRBIC Cheryl,New Zealand,2:55.17,175.17
080,Master 50 Women,V1,500,Heat 2 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/080,4,ROUMILLAC Dayse,Brazil,3:13.11,193.11
080,Master 50 Women,V1,500,Heat 2 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/080,5,PLANK Birgit,Germany,3:16.15,196.15
080,Master 50 Women,V1,500,Heat 2 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/080,6,DUNTON Zillah,Australia,3:21.94,201.94
080,Master 50 Women,V1,500,Heat 2 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/080,7,MELLADO GATICA Valeria,Chile,3:29.98,209.98
081,Master 50 Women,V1,500,Heat 3 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/081,1,COOPER Robin Marie,Hawai'i,2:46.02,166.02
081,Master 50 Women,V1,500,Heat 3 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/081,2,DURBAN Mel,Canada,2:46.56,166.56
081,Master 50 Women,V1,500,Heat 3 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/081,3,GORDON-GLASSFORD Ariana,New Zealand,2:53.54,173.54
081,Master 50 Women,V1,500,Heat 3 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/081,4,ROLFE Kate,Australia,2:54.50,174.5
081,Master 50 Women,V1,500,Heat 3 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/081,5,MAYES Keni,Great Britain,2:55.60,175.6
081,Master 50 Women,V1,500,Heat 3 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/081,6,SCOTT Judy,Canada,2:56.26,176.26
082,Master 50 Women,V1,500,Heat 4 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/082,1,MORGAN Emma,Australia,2:46.01,166.01
082,Master 50 Women,V1,500,Heat 4 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/082,2,PAPUNI Maylene,New Zealand,2:48.52,168.52
082,Master 50 Women,V1,500,Heat 4 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/082,3,THOMAS Siobhan,Great Britain,2:57.37,177.37
082,Master 50 Women,V1,500,Heat 4 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/082,4,SIARIS Steph,USA,2:57.50,177.5
082,Master 50 Women,V1,500,Heat 4 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/082,5,MICHELUCCI Georgia,Brazil,2:59.23,179.23
082,Master 50 Women,V1,500,Heat 4 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/082,6,JACKSON KJ,USA,3:00.70,180.7
082,Master 50 Women,V1,500,Heat 4 / 4,https://www.liveresults.co.nz/competition/438/schedule/race/082,DNS,PERIDON CAROLE,France,,null
083,Open Men,V1,500,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/083,1,NGATAKI Kacey,New Zealand,2:17.04,137.04
083,Open Men,V1,500,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/083,2,ALI Juan,Brazil,2:19.26,139.26
083,Open Men,V1,500,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/083,3,ITI Jared,New Zealand,2:20.72,140.72
083,Open Men,V1,500,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/083,4,BUDAY Marton,Germany,2:26.30,146.3
083,Open Men,V1,500,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/083,5,CHIANG Michael,USA,2:27.51,147.51
083,Open Men,V1,500,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/083,6,WALSH Matthew,Australia,2:27.99,147.99
083,Open Men,V1,500,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/083,7,ORTEGA LEZCANO Daniel,Panama,2:32.82,152.82
083,Open Men,V1,500,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/083,8,TILLMANN Ben,Singapore,2:37.57,157.57
084,Open Men,V1,500,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/084,1,PUYO Titouan,New Caledonia,2:23.04,143.04
084,Open Men,V1,500,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/084,2,BIRBECK Reginaldo,Brazil,2:25.87,145.87
084,Open Men,V1,500,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/084,3,AUKARA Jimmy,France,2:25.94,145.94
084,Open Men,V1,500,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/084,4,MCLEOD George,Canada,2:27.63,147.63
084,Open Men,V1,500,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/084,5,MEDEIROS RODRIGO,Brazil,2:28.47,148.47
084,Open Men,V1,500,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/084,6,WILECZEK Daniel,Panama,2:34.63,154.63
084,Open Men,V1,500,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/084,7,MAKUA Kaina,Hawai'i,2:41.53,161.53
084,Open Men,V1,500,Heat 2 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/084,8,MALLEA ALVARADO Sebastian,Chile,2:45.58,165.58
085,Master 60 Women,V12,500,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/085,1,85 Kaiola (33),Hawai'i,2:25.70,145.7
085,Master 60 Women,V12,500,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/085,2,Horouta Waka Ama - Hinewaiariki,New Zealand,2:29.75,149.75
085,Master 60 Women,V12,500,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/085,3,Aratika Water Sports - Aratika Vahinez,New Zealand,2:32.05,152.05
085,Master 60 Women,V12,500,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/085,4,Calgary Fort Langley,Canada,2:38.39,158.39
085,Master 60 Women,V12,500,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/085,5,NCOCA,USA,2:38.92,158.92
085,Master 60 Women,V12,500,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/085,6,Trentham Black Swans,Great Britain,2:56.36,176.36
085,Master 60 Women,V12,500,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/085,DNS,,,,null
086,Open Men,V1,500,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/086,1,MAINGUET Albert,New Caledonia,2:20.26,140.26
086,Open Men,V1,500,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/086,2,KING Tupu,New Zealand,2:20.98,140.98
086,Open Men,V1,500,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/086,3,TERIITEMATAUA PENI,France,2:25.42,145.42
086,Open Men,V1,500,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/086,4,THOMSON Olly,Great Britain,2:26.65,146.65
086,Open Men,V1,500,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/086,5,WILLIAMS James,Great Britain,2:29.73,149.73
086,Open Men,V1,500,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/086,6,TECK LEE Kong,Singapore,2:33.94,153.94
086,Open Men,V1,500,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/086,7,NG ZHENG HUI Sirius,Singapore,2:36.19,156.19
086,Open Men,V1,500,Heat 3 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/086,DNS,DOLAN Patrick,Hawai'i,,null
087,Open Men,V1,500,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/087,1,CHOW Jeffrey,Canada,2:31.03,151.03
087,Open Men,V1,500,Heat 4 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/087,2,ZLATAR QUINTANS Bruno,Chile,2:31.22,151.22
